,병원코드,병원명,명칭,분류,소분류,중분류,중복컬럼_1,중복컬럼_2,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
8935,31210554,서울바른척도병원,수관절,근골격계,,자기공명영상진단료,,,"410,000",,,RHE117,MRI Rt Hand,급여 인정기준 외 실시한경우 비급여,,
8936,31210554,서울바른척도병원,수관절,근골격계,,자기공명영상진단료,,,"410,000",,,RHE117,MRI Lt Hand,급여 인정기준 외 실시한경우 비급여,,
8937,31210554,서울바른척도병원,관절외 상지,근골격계,,자기공명영상진단료,,,"410,000",,,RHE122,MRI Rt Humerus,급여 인정기준 외 실시한경우 비급여,,
8938,31210554,서울바른척도병원,관절외 상지,근골격계,,자기공명영상진단료,,,"410,000",,,RHE122,MRI Lt Humerus,급여 인정기준 외 실시한경우 비급여,,
8939,31210554,서울바른척도병원,관절외 상지,근골격계,,자기공명영상진단료,,,"410,000",,,RHE122,MRI Rt Forearm,급여 인정기준 외 실시한경우 비급여,,
8940,31210554,서울바른척도병원,관절외 상지,근골격계,,자기공명영상진단료,,,"410,000",,,RHE122,MRI Lt Forearm,급여 인정기준 외 실시한경우 비급여,,
8941,31210554,서울바른척도병원,견관절,근골격계,,자기공명영상진단료,,,"510,000",,,RHE215,MRI Rt Shoulder (E),급여 인정기준 외 실시한경우 비급여,Y,
8942,31210554,서울바른척도병원,견관절,근골격계,,자기공명영상진단료,,,"510,000",,,RHE215,MRI Lt Shoulder (E),급여 인정기준 외 실시한경우 비급여,Y,
8943,31210554,서울바른척도병원,주관절,근골격계,,자기공명영상진단료,,,"510,000",,,RHE216,MRI Rt Elbow (E),급여 인정기준 외 실시한경우 비급여,Y,
8944,31210554,서울바른척도병원,주관절,근골격계,,자기공명영상진단료,,,"510,000",,,RHE216,MRI Lt Elbow (E),급여 인정기준 외 실시한경우 비급여,Y,
8945,31210554,서울바른척도병원,수관절,근골격계,,자기공명영상진단료,,,"510,000",,,RHE217,MRI Rt Wrist (E),급여 인정기준 외 실시한경우 비급여,Y,
8946,31210554,서울바른척도병원,수관절,근골격계,,자기공명영상진단료,,,"510,000",,,RHE217,MRI Lt Wrist (E),급여 인정기준 외 실시한경우 비급여,Y,
8947,31210554,서울바른척도병원,수관절,근골격계,,자기공명영상진단료,,,"510,000",,,RHE217,MRI Lt Hand (E),급여 인정기준 외 실시한경우 비급여,Y,
8948,31210554,서울바른척도병원,수관절,근골격계,,자기공명영상진단료,,,"510,000",,,RHE217,MRI Rt Hand (E),급여 인정기준 외 실시한경우 비급여,Y,
8949,31210554,서울바른척도병원,관절외 상지,근골격계,,자기공명영상진단료,,,"510,000",,,RHE222,MRI Rt Humerus (E),급여 인정기준 외 실시한경우 비급여,Y,
8950,31210554,서울바른척도병원,관절외 상지,근골격계,,자기공명영상진단료,,,"510,000",,,RHE222,MRI Lt Humerus (E),급여 인정기준 외 실시한경우 비급여,Y,
8951,31210554,서울바른척도병원,관절외 상지,근골격계,,자기공명영상진단료,,,"510,000",,,RHE222,MRI Rt Forearm (E),급여 인정기준 외 실시한경우 비급여,Y,
8952,31210554,서울바른척도병원,관절외 상지,근골격계,,자기공명영상진단료,,,"510,000",,,RHE222,MRI Lt Forearm (E),급여 인정기준 외 실시한경우 비급여,Y,
8953,31210554,서울바른척도병원,기타,근골격계,,자기공명영상진단료,,,"250,000",,,,Post op MRI Rt    Shoulder,급여 인정기준 외 실시한경우 비급여,,
8954,31210554,서울바른척도병원,기타,근골격계,,자기공명영상진단료,,,"250,000",,,,Post op MRI Lt    Shoulder,급여 인정기준 외 실시한경우 비급여,,
8955,31210554,서울바른척도병원,기타,근골격계,,자기공명영상진단료,,,"250,000",,,,Post OP MRI Upper    Extremity Rt,급여 인정기준 외 실시한경우 비급여,,
8956,31210554,서울바른척도병원,기타,근골격계,,자기공명영상진단료,,,"250,000",,,,Post OP MRI Upper    Extremity Lt,급여 인정기준 외 실시한경우 비급여,,
8957,31210554,서울바른척도병원,슬관절,근골격계,,자기공명영상진단료,,,"410,000",,,HE120,MRI Rt Knee,급여 인정기준 외 실시한경우 비급여,,
8958,31210554,서울바른척도병원,슬관절,근골격계,,자기공명영상진단료,,,"410,000",,,HE120,MRI Lt Knee,급여 인정기준 외 실시한경우 비급여,,
8959,31210554,서울바른척도병원,발목관절,근골격계,,자기공명영상진단료,,,"410,000",,,HE121,MRI Rt Ankle,급여 인정기준 외 실시한경우 비급여,,
8960,31210554,서울바른척도병원,발목관절,근골격계,,자기공명영상진단료,,,"410,000",,,HE121,MRI Lt Ankle,급여 인정기준 외 실시한경우 비급여,,
8961,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"410,000",,,HE123,MRI Rt Foot,급여 인정기준 외 실시한경우 비급여,,
8962,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"410,000",,,HE123,MRI Lt Foot,급여 인정기준 외 실시한경우 비급여,,
8963,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"410,000",,,HE123,MRI Rt Tibia,급여 인정기준 외 실시한경우 비급여,,
8964,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"410,000",,,HE123,MRI Lt Tibia,급여 인정기준 외 실시한경우 비급여,,
8965,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"410,000",,,HE123,MRI Rt Femur,급여 인정기준 외 실시한경우 비급여,,
8966,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"410,000",,,HE123,MRI Lt Femur,급여 인정기준 외 실시한경우 비급여,,
8967,31210554,서울바른척도병원,슬관절,근골격계,,자기공명영상진단료,,,"510,000",,,HE220,MRI Rt Knee (E),급여 인정기준 외 실시한경우 비급여,Y,
8968,31210554,서울바른척도병원,슬관절,근골격계,,자기공명영상진단료,,,"510,000",,,HE220,MRI Lt Knee (E),급여 인정기준 외 실시한경우 비급여,Y,
8969,31210554,서울바른척도병원,발목관절,근골격계,,자기공명영상진단료,,,"510,000",,,HE221,MRI Rt Ankle (E),급여 인정기준 외 실시한경우 비급여,Y,
8970,31210554,서울바른척도병원,발목관절,근골격계,,자기공명영상진단료,,,"510,000",,,HE221,MRI Lt Ankle (E),급여 인정기준 외 실시한경우 비급여,Y,
8971,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"510,000",,,HE223,MRI Rt Foot (E),급여 인정기준 외 실시한경우 비급여,Y,
8972,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"510,000",,,HE223,MRI Lt Foot (E),급여 인정기준 외 실시한경우 비급여,Y,
8973,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"510,000",,,HE223,MRI Rt Tibia (E),급여 인정기준 외 실시한경우 비급여,Y,
8974,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"510,000",,,HE223,MRI Lt Tibia (E),급여 인정기준 외 실시한경우 비급여,Y,
8975,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"510,000",,,HE223,MRI Rt Femur (E),급여 인정기준 외 실시한경우 비급여,Y,
8976,31210554,서울바른척도병원,관절외하지,근골격계,,자기공명영상진단료,,,"510,000",,,HE223,MRI Lt Femur (E),급여 인정기준 외 실시한경우 비급여,Y,
8977,31210554,서울바른척도병원,사지혈관,혈관,,자기공명영상진단료,,,"560,000",,,HE239,MRI Lower Extremity    angiography,급여 인정기준 외 실시한경우 비급여,Y,
8978,31210554,서울바른척도병원,기타,근골격계,,자기공명영상진단료,,,"250,000",,,,Post op MRI RT Knee,급여 인정기준 외 실시한경우 비급여,,
8979,31210554,서울바른척도병원,기타,근골격계,,자기공명영상진단료,,,"250,000",,,,Post op MRI LT Knee,급여 인정기준 외 실시한경우 비급여,,
8980,31210554,서울바른척도병원,기타,근골격계,,자기공명영상진단료,,,"250,000",,,,Post OP MRI Lower    Extremity Rt,급여 인정기준 외 실시한경우 비급여,,
8981,31210554,서울바른척도병원,기타,근골격계,,자기공명영상진단료,,,"250,000",,,,Post OP MRI Lower    Extremity Lt,급여 인정기준 외 실시한경우 비급여,,
8982,31210554,서울바른척도병원,기타,기타,,자기공명영상진단료,,,"250,000",,,,Simple MRI,"급여 인정기준 외 실시한경우 비급여, 척추 & 근골격계 공통코드",,
8983,31210554,서울바른척도병원,기타,기타,,자기공명영상진단료,,,"360,000",,,,Special MRI-6,"급여 인정기준 외 실시한경우 비급여, 척추 & 근골격계 공통코드",,
8984,31210554,서울바른척도병원,기타,기타,,자기공명영상진단료,,,"310,000",,,,Special MRI-1,"급여 인정기준 외 실시한경우 비급여, 척추 & 근골격계 공통코드",,
8985,31210554,서울바른척도병원,기타,기타,,자기공명영상진단료,,,"350,000",,,,Simple MRI (E),"급여 인정기준 외 실시한경우 비급여, 척추 & 근골격계 공통코드",Y,
8986,31210554,서울바른척도병원,기타,기타,,자기공명영상진단료,,,"460,000",,,,Special MRI-6 (E),"급여 인정기준 외 실시한경우 비급여, 척추 & 근골격계 공통코드",Y,
8987,31210554,서울바른척도병원,기타,기타,,자기공명영상진단료,,,"410,000",,,,Special MRI-1 (E),"급여 인정기준 외 실시한경우 비급여, 척추 & 근골격계 공통코드",Y,
8988,31210554,서울바른척도병원,기타,기타,,자기공명영상진단료,,,"200,000",,,,진단 MRI,"급여 인정기준 외 실시한경우 비급여, 척추 & 근골격계 공통코드",,
8989,31210554,서울바른척도병원,기타,기타,,자기공명영상진단료,,,"210,000",,,,추가 MRI,"급여 인정기준 외 실시한경우 비급여, 척추 & 근골격계 공통코드",,
8990,31210554,서울바른척도병원,기타,기타,,자기공명영상진단료,,,"50,000",,,,"MRI판독료 (뇌,뇌혈관,경부혈관제외)",급여 인정기준 외 실시한경우 비급여,,
8991,31210554,서울바른척도병원,골반,복부,,자기공명영상진단료,,,"410,000",,,HE118,MRI Hip &    Pelvis-bone위주,급여 인정기준 외 실시한경우 비급여,,
8992,31210554,서울바른척도병원,골반,복부,,자기공명영상진단료,,,"510,000",,,HE218,MRI Hip & Pelvis    (E)-bone위주,급여 인정기준 외 실시한경우 비급여,Y,
8993,31210554,서울바른척도병원,골반,복부,,자기공명영상진단료,,,"410,000",,,HE128,MRI Pelvis-abdominal    organ위주,급여 인정기준 외 실시한경우 비급여,,
8994,31210554,서울바른척도병원,골반,복부,,자기공명영상진단료,,,"510,000",,,HE228,MRI Pelvis    (E)-abdominal organ위주,급여 인정기준 외 실시한경우 비급여,Y,
8995,31210554,서울바른척도병원,폴리뉴클레오티드  나트륨을 이용한    관절강내 주사,주사료,,주사료,,,"220,000",,,,폴리뉴클레오티드  나트륨을 이용한    관절강내 주사,요양급여행위결정  신청 건,,
8996,31210554,서울바른척도병원,도수치료,이학요법료,,이학요법료,,,"70,000",,,MX122,도수치료(30분) - 일당,,,
8997,31210554,서울바른척도병원,도수치료,이학요법료,,이학요법료,,,"100,000",,,MX122,도수치료+운동 - 45분,,,
8998,31210554,서울바른척도병원,도수치료,이학요법료,,이학요법료,,,"110,000",,,MX122,도수치료+ESWT,,,
8999,31210554,서울바른척도병원,도수치료,이학요법료,,이학요법료,,,"80,000",,,MX122,도수치료+CRYO,,,
9000,31210554,서울바른척도병원,도수치료,이학요법료,,이학요법료,,,"120,000",,,MX122,도수치료(30분)  두부위,,,
9001,31210554,서울바른척도병원,도수치료,이학요법료,,이학요법료,,,"35,000",,,MX122,도수치료(15분)- 일당,,,
9002,31210554,서울바른척도병원,도수치료,이학요법료,,이학요법료,,,"120,000",,,MX122,도수치료 (비수술척추),"19년5월20일 신설, 미시행중",,
9003,31210554,서울바른척도병원,증식치료,이학요법료,,이학요법료,,,"130,000",,,MY142,증식치료(사지부위),19년8월12일 신설,Y,
9004,31210554,서울바른척도병원,신장분사치료,이학요법료,,이학요법료,,,"20,000",,,MZ007,신장분사(CRYO),,,
9005,31210554,서울바른척도병원,추간판내 고주파 열치료술,근골,,처치 및 수술료,,,"625,000",,,SZ083,추간판내 고주파 열치료술,약제비 일부 포함,Y,
9006,31210554,서울바른척도병원,체외충격파치료     [근골격계질환],근골,,처치 및 수술료,,,"50,000",,,SZ084,ESWT,,,
9007,31210554,서울바른척도병원,초음파 절삭기를 이용한     척추골    절제/절개술,근골,,처치 및 수술료,,,"600,000",,,,초음파 절삭기를 이용한 척추골    절제/절개술,요양급여행위결정 신청 건,,
9008,31210554,서울바른척도병원,초음파 절삭기를 이용한척추골    절제/절개술 (R),근골,,처치 및 수술료,,,"900,000",,,,초음파 절삭기를 이용한 척추골    절제/절개술 (R),요양급여행위결정 신청 건,,
9009,31210554,서울바른척도병원,내시경적 경막외강     신경근성형술,신경,,처치 및 수술료,,,"1,820,000",,,SZ631,내시경적 경막외강    신경근성형술(TELA),약제비 일부 포함,Y,
9010,31210554,서울바른척도병원,경피적 경막외강     신경성형술,신경,,처치 및 수술료,,,"570,000",,,SZ634,경피적 경막외강 신경성형술(PEN),약제비 일부 포함,Y,
9011,31210554,서울바른척도병원,경피적 경막외강     신경성형술,신경,,처치 및 수술료,,,"325,000",,,SZ634,경피적 경막외강 신경성형술-Simple    PEN,약제비 일부 포함,Y,
9012,31210554,서울바른척도병원,경피적 풍선확장     경막외강 신경성형,신경,,처치 및 수술료,,,"775,000",,,SZ641,경피적 풍선확장 경막외강 신경성형술,약제비 일부 포함,Y,
9013,31210554,서울바른척도병원,비급여 식대,기타,,기타,,,"5,000",,,,보호자밥,,,
9014,31210554,서울바른척도병원,비급여 식대,기타,,기타,,,"1,000",,,,공기밥,,,
9015,31210554,서울바른척도병원,환의대여,기타,,기타,,,"15,000",,,,환의대여(상의),,,
9016,31210554,서울바른척도병원,환의대여,기타,,기타,,,"15,000",,,,환의대여(하의),,,
9017,31210601,연세프라임병원,1인실 상급병실료,,,,,,"230,000",,,,,,,
9018,31210601,연세프라임병원,보호자공기밥,,,,,,"1,000",,,,,,,
9019,31210601,연세프라임병원,보호자식,,,,,,"6,000",,,,,,,
9020,31210601,연세프라임병원,파라손연고(푸시딘산나트륨),,,,,,"4,000",,,,,,,
9021,31210601,연세프라임병원,리메스카(Remescar) 5.4g,,,,,,"60,000",,,,,,,
9022,31210601,연세프라임병원,켈로코트(Kelo-Cote gel) 6g,,,,,,"30,000",,,,,,,
9023,31210601,연세프라임병원,베아제정,,,,,,360,,,,,,,
9024,31210601,연세프라임병원,비거스액,,,,,,"3,500",,,,,,,
9025,31210601,연세프라임병원,주블리아 외용액,,,,,,"50,000",,,,,,,
9026,31210601,연세프라임병원,BAP SCAR CARE GEL,,,,,,"70,000",,,,,,,
9027,31210601,연세프라임병원,노바콜피브릴라 0.5g,,,,,,"980,000",,,,,,,
9028,31210601,연세프라임병원,Reoxcel Fibril,,,,,,"550,000",,,,,,,
9029,31210601,연세프라임병원,Floseal Hemostatic Matrix,,,,,,"980,000",,,,,,,
9030,31210601,연세프라임병원,박티그라거즈10*10,,,,,,"4,500",,,,,,,
9031,31210601,연세프라임병원,BONE WAX,,,,,,"20,000",,,,,,,
9032,31210601,연세프라임병원,본디업주,,,,,,"50,000",,,,,,,
9033,31210601,연세프라임병원,페라미플루,,,,,,"33,000",,,,,,,
9034,31210601,연세프라임병원,비비에스주,,,,,,"50,000",,,,,,,
9035,31210601,연세프라임병원,아데포스엘주20mg,,,,,,"35,000",,,,,,,
9036,31210601,연세프라임병원,플라센텍스주(PDRN)-DNA,,,,,,"100,000",,,,,,,
9037,31210601,연세프라임병원,브리디온주2ml,,,,,,"250,000",,,,,,,
9038,31210601,연세프라임병원,콘쥬란(CONJURAN),,,,,,"150,000",,,,,,,
9039,31210601,연세프라임병원,삼진타우로린주사2%250ml(타우로리딘),,,,,,"150,000",,,,,,,
9040,31210601,연세프라임병원,말린다 1500IU 주,,,,,,"80,000",,,,,,,
9041,31210601,연세프라임병원,Lufla injection,,,,,,,"80,000","150,000",,,,,
9042,31210601,연세프라임병원,영양제,,,,,,,"30,000","120,000",,,,,
9043,31210601,연세프라임병원,프리베나 13주 0.5ml,,,,,,"150,000",,,,,,,
9044,31210601,연세프라임병원,엠엠알 II 주,,,,,,"40,000",,,,,,,
9045,31210601,연세프라임병원,조스타박스,,,,,,"170,000",,,,,,,
9046,31210601,연세프라임병원,스카이조스타주,,,,,,"150,000",,,,,,,
9047,31210601,연세프라임병원,박타프리필드시린지 1ml,,,,,,"70,000",,,,,,,
9048,31210601,연세프라임병원,유박스 비 주1ml,,,,,,"30,000",,,,,,,
9049,31210601,연세프라임병원,스카이셀플루4가 0.5ml/10PF,,,,,,"40,000",,,,,,,
9050,31210601,연세프라임병원,부스트릭프리필드,,,,,,"45,000",,,,,,,
9051,31210601,연세프라임병원,경피적 풍선확장 경막외강 신경성형술,,,,,,"950,000",,,,,,,
9052,31210601,연세프라임병원,경피적 경막외강 신경성형술,,,,,,"800,000",,,,,,,
9053,31210601,연세프라임병원,추간판내고주파열응고술,,,,,,"1,200,000",,,,,,,
9054,31210601,연세프라임병원,내시경적 경막외강 신경근성형술,,,,,,"1,100,000",,,,,,,
9055,31210601,연세프라임병원,요임신반응검사(U-HCG),,,,,,"10,000",,,,,,,
9056,31210601,연세프라임병원,인플루엔자 A·B 바이러스항원검사,,,,,,"30,000",,,,,,,
9057,31210601,연세프라임병원,Anti CCP Ab[IgG],,,,,,"50,000",,,,,,,
9058,31210601,연세프라임병원,허혈성 변형 알부민 검사,,,,,,"60,000",,,,,,,
9059,31210601,연세프라임병원,체온열검사,,,,,,,"100,000","300,000",,,,,
9060,31210601,연세프라임병원,COLLATAMP G 전규격-콜라템프,,,,,,"400,000",,,,,,,
9061,31210601,연세프라임병원,Opsite flexifix(10cmX10M)1개당(10cm),,,,,,,900,"9,000",,,,,
9062,31210601,연세프라임병원,슈퍼픽스(15CMX10M)20cm당,,,,,,,300,"1,000",,,,,
9063,31210601,연세프라임병원,네츄럴픽스부직반창고(2.5cmX7cm)-10cm당,,,,,,600,,,,,,,
9064,31210601,연세프라임병원,드레싱픽스 TRAY KIT(CS) 전규격,,,,,,"1,500",,,,,,,
9065,31210601,연세프라임병원,드레싱픽스 10*10cm(픽스몰),,,,,,,"1,500","2,000",,,,,
9066,31210601,연세프라임병원,Hypafix(10*15),,,,,,,"1,000","15,000",,,,,
9067,31210601,연세프라임병원,드레싱킷(드레싱밴드)1(10*10),,,,,,"2,000",,,,,,,
9068,31210601,연세프라임병원,네오밴드9X20CM-1개당,,,,,,,500,"2,000",,,,,
9069,31210601,연세프라임병원,멸균흡수패드 10*20,,,,,,,"1,200","2,000",,,,,
9070,31210601,연세프라임병원,CARTIFILL 전규격-카티필,,,,,,"2,800,000",,,,,,,
9071,31210601,연세프라임병원,REGENSEAL 603(리젠실),,,,,,"2,800,000",,,,,,,
9072,31210601,연세프라임병원,COLTRIX TENDOREGEN전규격-텐도리젠,,,,,,"200,000",,,,,,,
9073,31210601,연세프라임병원,M-FIX 2 (1.5*30),,,,,,,"14,000","16,000",,,,,
9074,31210601,연세프라임병원,M-Filter Syring,,,,,,"1,500",,,,,,,
9075,31210601,연세프라임병원,FILTER 2+수액조절기+3WAY,,,,,,"10,000",,,,,,,
9076,31210601,연세프라임병원,IV FILTER SET 5㎛,,,,,,"10,000",,,,,,,
9077,31210601,연세프라임병원,코반 COBAN,,,,,,,500,"9,000",,,,,
9078,31210601,연세프라임병원,EZ WRAP(전규격)(수술향균 및 압박스타킹),,,,,,"16,000",,,,,,,
9079,31210601,연세프라임병원,SANAT 2.3 PLUS전규격(2.3mmx38cm),,,,,,"650,000",,,,,,,
9080,31210601,연세프라임병원,"SANAT 2.8N, SANAT 2.3N",,,,,,,"600,000","950,000",,,,,
9081,31210601,연세프라임병원,SANAT 2.0 규격,,,,,,"600,000",,,,,,,
9082,31210601,연세프라임병원,CELLO NAVI 전규격,,,,,,"600,000",,,,,,,
9083,31210601,연세프라임병원,Abel Epidural Catheter 전규격,,,,,,"600,000",,,,,,,
9084,31210601,연세프라임병원,EDEN Epidural Catheter-Cervical 전규격,,,,,,"550,000",,,,,,,
9085,31210601,연세프라임병원,Arrow Theracath Epidural Catheter-Cervical 전규격,,,,,,"550,000",,,,,,,
9086,31210601,연세프라임병원,CELLO BALLOON 전규격,,,,,,"850,000",,,,,,,
9087,31210601,연세프라임병원,픽스덤(FIX IV)전규격,,,,,,"4,000",,,,,,,
9088,31210601,연세프라임병원,RF-CURER 전규격,,,,,,"1,320,000",,,,,,,
9089,31210601,연세프라임병원,LDISQ-C(경추) 전규격 NP-Catheter,,,,,,"1,800,000",,,,,,,
9090,31210601,연세프라임병원,Pens II 전규격,,,,,,,"1,320,000","1,480,000",,,,,
9091,31210601,연세프라임병원,KJ-400 일회용발조절식전기수술기용전극(DISC CARE)전규격,,,,,,"1,320,000",,,,,,,
9092,31210601,연세프라임병원,LDISQ-L(요추) 전규격 NP-Catheter,,,,,,"1,800,000",,,,,,,
9093,31210601,연세프라임병원,TAIPAN 전규격(HSZ083B-F),,,,,,"750,000",,,,,,,
9094,31210601,연세프라임병원,하이배리(Hibarry),,,,,,,"500,000","900,000",,,,,
9095,31210601,연세프라임병원,OXIPLEX1 전규격,,,,,,"1,320,000",,,,,,,
9096,31210601,연세프라임병원,DISCOCERV 전규격,,,,,,"6,000,000",,,,,,,
9097,31210601,연세프라임병원,Edenfuse Ostepolus,,,,,,,"750,000","2,200,000",,,,,
9098,31210601,연세프라임병원,토니켓밴드(PBT COHESIVE BANDAGE) 전규격,,,,,,"22,000",,,,,,,
9099,31210601,연세프라임병원,EDEN Spine Fixation System III Screw,,,,,,"250,000",,,,,,,
9100,31210601,연세프라임병원,EDEN Spine Fixation System III Rod,,,,,,"100,000",,,,,,,
9101,31210601,연세프라임병원,EDEN Spine Lumbar Peek Cage,,,,,,"400,000",,,,,,,
9102,31210601,연세프라임병원,EDEN Spine Cervical Peek Cage,,,,,,"870,000",,,,,,,
9103,31210601,연세프라임병원,손가락보호대(전규격)(Dr.Med) W132-2 U,,,,,,"25,000",,,,,,,
9104,31210601,연세프라임병원,무릎보호대(Dr.Med) DR-K009,,,,,,"45,000",,,,,,,
9105,31210601,연세프라임병원,Tennis elbow/DR-E019,,,,,,"45,000",,,,,,,
9106,31210601,연세프라임병원,손/손목보호대(Dr.med),,,,,,"49,000",,,,,,,
9107,31210601,연세프라임병원,Active Wrap보조기,,,,,,,"100,000","130,000",,,,,
9108,31210601,연세프라임병원,손목보호대(Dr.Med)-전규격 W004,,,,,,"20,000",,,,,,,
9109,31210601,연세프라임병원,발목보호대(Dr.Med) A002-전규격,,,,,,"30,000",,,,,,,
9110,31210601,연세프라임병원,Active Wrap보조기-knee,,,,,,"130,000",,,,,,,
9111,31210601,연세프라임병원,Philadelphia,,,,,,"80,000",,,,,,,
9112,31210601,연세프라임병원,목발 Crutch(1쌍),,,,,,"25,000",,,,,,,
9113,31210601,연세프라임병원,토마스칼라-문정소프트칼라(BC1201YU),,,,,,"10,000",,,,,,,
9114,31210601,연세프라임병원,8자붕대(DR.MED).Velpeau Band,,,,,,"20,000",,,,,,,
9115,31210601,연세프라임병원,칼라슈즈-cast shoe,,,,,,"10,000",,,,,,,
9116,31210601,연세프라임병원,벨포밴드 Velpeau Band,,,,,,"20,000",,,,,,,
9117,31210601,연세프라임병원,슬링-팔걸이(arm sling),,,,,,"5,000",,,,,,,
9118,31210601,연세프라임병원,복대,,,,,,"8,000",,,,,,,
9119,31210601,연세프라임병원,도수치료,,,,,,,"80,000","150,000",,,,,
9120,31210601,연세프라임병원,증식치료-Prolotherapy,,,,,,,"50,000","100,000",,,,,
9121,31210601,연세프라임병원,체외충격파치료(ESWT),,,,,,,"60,000","160,000",,,,,
9122,31210601,연세프라임병원,증식치료5-Prolotherapy,,,,,,"50,000",,,,,,,
9123,31210601,연세프라임병원,신장분사(냉각)-Stretch and Spray Therapy,,,,,,"20,000",,,,,,,
9124,31210601,연세프라임병원,Doppler SONO,,,,,,,"150,000","200,000",,,,,
9125,31210601,연세프라임병원,Carotid Doppler SONO,,,,,,"150,000",,,,,,,
9126,31210601,연세프라임병원,Echo SONO,,,,,,"200,000",,,,,,,
9127,31210601,연세프라임병원,OP SONO(anesthesia),,,,,,"200,000",,,,,,,
9128,31210601,연세프라임병원,Thyroid,,,,,,"80,000",,,,,,,
9129,31210601,연세프라임병원,Neck,,,,,,"80,000",,,,,,,
9130,31210601,연세프라임병원,Chest,,,,,,"80,000",,,,,,,
9131,31210601,연세프라임병원,Abdomen,,,,,,"100,000",,,,,,,
9132,31210601,연세프라임병원,Hand,,,,,,"80,000",,,,,,,
9133,31210601,연세프라임병원,Toe,,,,,,"80,000",,,,,,,
9134,31210601,연세프라임병원,Elbow,,,,,,"80,000",,,,,,,
9135,31210601,연세프라임병원,Knee,,,,,,"80,000",,,,,,,
9136,31210601,연세프라임병원,Hip,,,,,,"80,000",,,,,,,
9137,31210601,연세프라임병원,Shoulder,,,,,,"80,000",,,,,,,
9138,31210601,연세프라임병원,Wrist,,,,,,"80,000",,,,,,,
9139,31210601,연세프라임병원,Foot,,,,,,"80,000",,,,,,,
9140,31210601,연세프라임병원,RA,,,,,,"80,000",,,,,,,
9141,31210601,연세프라임병원,수면마취 및 환자관리료-대장,,,,,,"80,000",,,,,,,
9142,31210601,연세프라임병원,수면마취 및 환자관리료-위,,,,,,"50,000",,,,,,,
9143,31210601,연세프라임병원,Abdomen MRI,,,,,,"450,000",,,,,,,
9144,31210601,연세프라임병원,Sternum MRI,,,,,,"450,000",,,,,,,
9145,31210601,연세프라임병원,Lower Extremity MRI,,,,,,"450,000",,,,,,,
9146,31210601,연세프라임병원,Upper Extremity MRI,,,,,,"450,000",,,,,,,
9147,31210601,연세프라임병원,Ankle MRI,,,,,,"450,000",,,,,,,
9148,31210601,연세프라임병원,Knee MRI,,,,,,"450,000",,,,,,,
9149,31210601,연세프라임병원,S-l joint MRI,,,,,,"250,000",,,,,,,
9150,31210601,연세프라임병원,Pelvis MRI,,,,,,"500,000",,,,,,,
9151,31210601,연세프라임병원,Wrist MRI,,,,,,"450,000",,,,,,,
9152,31210601,연세프라임병원,Elbow MRI,,,,,,"450,000",,,,,,,
9153,31210601,연세프라임병원,Shoulder MRI,,,,,,"450,000",,,,,,,
9154,31210601,연세프라임병원,Spine MRI(Foraminal),,,,,,"100,000",,,,,,,
9155,31210601,연세프라임병원,Whole MRI,,,,,,"150,000",,,,,,,
9156,31210601,연세프라임병원,Myelogram MRI,,,,,,"300,000",,,,,,,
9157,31210601,연세프라임병원,L-Spine MRI,,,,,,"450,000",,,,,,,
9158,31210601,연세프라임병원,T- Spine MRI,,,,,,"450,000",,,,,,,
9159,31210601,연세프라임병원,C - Spine MRI,,,,,,"450,000",,,,,,,
9160,31210601,연세프라임병원,Brain MRI,,,,,,"450,000",,,,,,,
9161,31210601,연세프라임병원,Lower Extremity 2serise MRI,,,,,,"300,000",,,,,,,
9162,31210601,연세프라임병원,Upper Extremity 2serise MRI,,,,,,"300,000",,,,,,,
9163,31210601,연세프라임병원,Foot 2serise MRI,,,,,,"300,000",,,,,,,
9164,31210601,연세프라임병원,Knee 2serise MRI,,,,,,"300,000",,,,,,,
9165,31210601,연세프라임병원,Hip 2serise MRI,,,,,,"300,000",,,,,,,
9166,31210601,연세프라임병원,Hand 2serise MRI,,,,,,"300,000",,,,,,,
9167,31210601,연세프라임병원,Elbow 2serise MRI,,,,,,"300,000",,,,,,,
9168,31210601,연세프라임병원,Clavical 2serise MRI,,,,,,"300,000",,,,,,,
9169,31210601,연세프라임병원,Spine Myelogram MRI,,,,,,"300,000",,,,,,,
9170,31210601,연세프라임병원,T-Spine 2serise MRI,,,,,,"300,000",,,,,,,
9171,31210601,연세프라임병원,C-Spine 2serise MRI,,,,,,"300,000",,,,,,,
