	term	discription	
3357	lumpectomy: 덩어리절제술(종괴절제술)	    대개 종양에서 종양 덩어리만 떼어내는 것. 예컨대 유방을 그대로 둔 채. 그 병터 부위만 자르는 경우에 해당한다.	
3358	lung cancer: 폐암	    허파에 생기는 악성종양이다. 가장 예후가 나쁜 종양중의 하나로써 조기발견이 어렵고 증세 또한 늦게 나타나서, 그 종양의 종류에 따라 다르나 치료후에도 대개 8%만이 5년 생존이 가능한 악성종양이다. 유발인자로는 대표적으로 담배가 알려져 있으며, 유전적인 요소도 어느 정도 기여하는 것으로 알려져 있다.	
3359	Lungs: 폐, 허파	    가슴에 위치하고 있으며, 두 개로 구성되어 있다. 그 사이에 심장이 위치한다. 코로 넘어온 공기는 인두, 후두, 기관을 거쳐 폐로 내려오게 되는 데 정작 산소 교환은 폐포에서 일어난다. 산소는 적혈구 속의 혈색소에 의해 이산화탄소와 교환이 일어나게 된다(실제 이산화탄소의 대부분은 헤모글로빈보다 혈장, 그 자체에 녹아있는 경우가 많아 단순히 확산현상에 의해 배출된다). 구성에 있어서 허파는 엽에 의해서 나누고 있다. 크게 오른 허파, 왼 허파로 나누고, 다시 오른 허파는 3개의 엽으로 나뉘고, 왼 허파는 2개의 엽으로 나뉜다. 호흡에 의한 산소의 공급과 이산화탄소의 배출이 주임무이다.	
3360	lunula: 반달, 반월	    손톱을 이루는 한 구성성분의 일종으로 생긴 모양에 따라 명명되었다.	
3361	luteinizing hormone(LH): 황체형성호르몬	    여성의 월경은 정해진 순서에 의해 일어나게 된다. 먼저 난포자극호르몬이 뇌에서 분비되어 여성의 난소를 자극하게 되면 난포가 자극받아 난포호르몬(에스트로젠)을 분비하게 되고 이것은 다시 되먹이기 메커니즘 의해 뇌에 작용을 하여 황체화호르몬이 뇌에서 분비되고 이것이 이른바 절정에 이르렀을 때, 난포에서 배란이 일어나게 된다. 이후 난포는 황체로 변하게 되며, 배란된 난자가 수정되지 아니하면, 황체는 황체호르몬(프로게스테론)을 분비한 뒤 퇴화되고 곧 이어 월경이 일어나게 된다. 이 일은 정상적인 대부분의 여성에서 28일을 주기로 일어나며, 대개 황체화호르몬 절정 이후 마지막은 14일로 일정하다고 한다.	
3362	lymph: 림프	    사람몸에 존재하는 체액에는 2가지가 있는데, 하나가 피이고 또 다른 하나가 림프이다. 이 두 가지 모두 사람 몸속에 존재하는 각 세포들에 대해 영양을 공급하고, 대사작용을 하도록 해주며, 이 때 생기는 노폐물을 옮기는 역할을 한다. 피는 골수에서 생성되어 혈관으로 나오게 되면, 심장의 펌프작용으로 전신을 돌아 다니게 된다. 이렇게 해서 동맥으로 들어간 피가 각 기관의 세포에 이르게 되면, 각 세포에서 서로 산소와 영양분을 교환한 뒤, 정맥으로 나오게 된다. 이 때 일부의 체액은 세포 사이사이에 남게 되는데, 이것을 사이질액(interstitial fluid)이라 부르고 이 간질액이 특별한 얇은 림프모세혈관으로 나오게 되면, 이제서야 이 간질액은 림프라고 불리게 된다. 따라서 림프액은 성분은 피와 같다고는 할 수 없지만, 같은 곳에서 기원한다고 볼 수 있다. 림프액의 성분은 피보다는 단백질 성분이 적고, 대신에 지방성분이 많으며, 피속에 있는 적혈구나 혈소판은 없는 대신에 림프구와 단핵구가 많다.    림프관은 혈관계에 의해 이동될 수 없는 너무 고장성의 액체의 이동이나, 소화기관에 의해 넘어온 영양분의 이동에 이용되어진다. 또한 림프를 따라가다 보면 림프절를 만날 수 있는데 이곳에서는 림프구가 많이 존재하여 면역반응을 나타내게 된다.	
3363	lymph nodes: 림프절	    각 림프 모세관을 통해 모아진 림프액은 들림프관(afferent lymphatic vessels)을 따라 여러 림프절로 모이게 된다. 림프절에서는 림프액이 이른바 림프구로 가득찬 1차종자결절(primary germinal nodule)과 큰포식세포로 가득 찬 동굴그물을 거치게 되어서, 나쁜 병균이나 기타 이물이 면역작용을 받게되어 인체에 무해하도록 정화되어진다. 이렇게 정화된 림프액은 다시 날림프관(efferent lymphatic vessel)을 통해 다른 림프절이나 림프관으로 이동되어 결국은 가슴관(thoracic ducts)을 통해 정맥과 만나 심장으로 보내어지게 된다.    따라서 림프의 주행을 보면 다음과 같다. 간질액→림프모세관(lymphatic capillary)→들림프관→림프절→날림프관→이중 일부(주로 우측팔에 있는 림프액)는 우측 림프관으로 나머지 대부분은 가슴관(thoracic duct)으로 모여져 심장으로 감. 이러한 림프절은 인체 내에 아주 많이 존재하며, 그중 큰 것은 각기 그 위치에 따라 이름이 붙여져 있다.    악성종양이 발생시 그 전이의 형태는 혈액을 통한 혈관계 전이와 림프를 통한 림프관계전이를 통해 이루어진다. 따라서 어떤 알 수 없는 종양에서 주위 림프절의 크기가 커져 있으면, 그 종양은 악성을 의미한다고 할 수 있다. 하지만, 림프절은 단지 알 수 없는 불특정 감염에서도 면역작용에 의해 그 크기가 커지게 되므로, 림프절의 크기증가가 꼭 악성을 의미하는 것은 아니다.        	
3364	lymphatic system: 림프계	    대개 맥관계라고 하면, 혈관계와 림프관계를 합쳐서 말한다. 이중에 림프에 의해 이루어지는 하나의 계통이다.	
3365	lymphocyte: 림프구	    면역기능을 담당하는 세포. 골수에서 만들어지며, 림프구는 크게 2가지로 대분된다. 이른바 T림프세포, B림프세포로 나뉘어지게 된다. T림프세포는 세포성면역에 관여하며, 주로 바이러스병에 대한 면역기능이나, 알레르기(면역반응 4번형 등) 등에 관여한다. 이에 비해 B림프세포는 체액성면역에 관여하여, 항원 항체 반응을 일으키는 항체를 생산하고 주로 세균감염에 대한 면역기능을 담당한다.	
3366	lymphoma: 림프종	    림프절에 생긴 악성 종양. 이 암은 백혈병과는 다르다. 림프성 백혈병은 골수에서 생긴 림프구성 악성종양이지만, 림프종은 림프절에서 생긴 림프구성 악성종양이다. 림프종은 크게 2가지 즉 호지킨림프종(Hodgkin's lymphoma)과 비호지킨림프종(Non-Hodgkin's lymphoma)으로 나눌수 있다. 또한 비호즈킨림프종은 여러 가지의 세포형태에 따라 나누고 있다. 이 병은 단지 림프절뿐만 아니라 지라, 골수, 이외 다른 기관을 침범함으로써 악성이며, 생명에 큰 위협을 준다.    특이한 형태로 버킷림프종(Burkitt's lymphoma)가 있다. 이 병은 주로 어린이에게 일어나며 주로 중앙 아프리카에 많이 발생한다. 또한 이 병은 바이러스(Ebstein Barr virus)에 의해서 일어나는 것으로 알려져 있다. 주된 침범부위는 얼굴의 아래턱뼈이다.    	
3367	lysosome: 용해소체	    전자현미경으로 여러 형의 세포에서 볼 수 있는 소기관의 일종으로, 여러 가지 가수분해효소를 함유하고 있고, 정상에서는 세포내 소화과정에 관여하고 있다. 세포외계에서 들어온 물질과 결합하여 그 물질들을 용해하는 역할을 하고, 오래된 세포소기관들을 제거하는 역할도 한다. 	
3368	lysozyme: 리소자임	    동물의 조직, 침, 눈물, 알의 흰자 따위에 들어있는 항균효소의 하나. 세균의 세포벽에 들어 있는 점액다당류 따위를 가수분해함으로써 세균의 감염을 막는 역할을 한다. 식염수에는 녹으나 아세톤, 알코올 따위에서는 침전한다. 1922년 영국의 A. 플레밍이 발견했으며, 그가 분리한 미크로코쿠스 라이소데익틱스(Micrococcus lysodeiktics)라는 세균이 특히 급속히 융해되므로 이것을 리소자임이라 명명했다. 이 효소에는 세균성 질환에 대한 치료효과는 없다. 이와 관련하여 플레밍은 7년 후에 세포벽의 합성저해로 항균성을 나타내는 항생물질 페니실린을 발견했다. 그람양성균 및 일부 그람음성균(대장균, 살모넬라균)의 세포벽을 분해하는 효소로, 뮤라미다아제라고도 한다. 분자량 15,000의 염기성 단백질, 난백, 식물라텍스에 많다. 지라, 콧물, 눈물, 침, 위액, 젖, 조직액 등에 들어 있다. 특히 침의 항균물질로서 중요하다. 	
3369	maceration: 짓무름, 물렁화 침연	    고형물을 물에 담가서 연하게 하는 것. 조직학에서는 조직을 특히 산에 담가서 결합조직섬유를 용해시켜, 조직성분을 이해시키는 법을 말하고, 산과학에서는 사망 후 자궁내에 남아 있는 태아가 조직의 변색 및 연화를 일으키고, 결국에는 분해되는 변성변화를 말한다.	
3370	Macronutrients: 다량영양(물)	    ◈다량영양이란 말은 주로 흔히 먹는 탄수화물, 지방, 단백질 등을 가리켜 부르는 말이다. 즉 크기가 큰 영양물을 말한다.    이에 비해 소량영양(micronutrients)은 소량으로 존재하는 영양분, 즉 비타민(vitamin)등을 가리킨다. 적당한 영양분의 섭취는 이런 다량영양과 소량영양 모두 고루 섭취되어야 한다.	
3371	macrophages, phagocyte: 포식세포, 큰포식세포	    1. 큰 단핵 세포로서 림프절이나 혹은 다른 여러 기관에 분포하며, 침범한 병균이나, 바이러스가 들어간 병든 세포등을 잡아먹고 이를 분해하는 기능을 가지고 있다. 따라서 면역현상에 관여하는 세포 인데, 그 크기가 커서 큰포식세포로 불린다.    2. 동물체 내에서 이물체를 처리하는 세포의 총칭. 이물체란 기생체(세균-균류-바이러스)와 비생물체(먼지-매연-가시 등)와 자체의 노화 세포이다. 이물체가 포식세포보다 작을 때는 식세포는 이것을 포식하며, 클 때는 다수의 포식세포가 이를 포위한다. 이물체는 식세포내 효소에 의해 분해되는 경우가 많은데 분해가 불가능한 경우에는 포식세포가 작은 덩어리로 되어 이물체를 체내에서 격리하기도 하고 체표에서 밖으로 방출하기도 한다. 큰포식세포는 모든 다세포 동물에 존재한다. 원생동물은 개체 자체가 포식세포(먹이를 섭취할 때)이다. 해면동물 위강 내면의 편모세포(깃세포), 강장동물과 편형동물의 소화강 상피세포에도 포식세포가 있다.	
3372	magnetic resonance imaging(MRI): 자기공명영상	    인체의 장기나, 병적인 모양, 종양의 위치, 림프절의 비대 등에 대한 진단을 내리기 위해 시행하는 방사선학적인 검사방법이다. 현재 많이 쓰이고 있는 컴퓨터단층촬영술(CT: computerized tomography)과는 다른 방법으로 시행하며, 그 해상도가 컴퓨터단층촬영보다는 뛰어나 비록 고가이긴 하지만, 많이 쓰이고 있다. 또한 인체에 무해하고, 여러 가지 면에서 사람을 단층으로 분리시켜 볼 수 있는 등 장점이 많다. 단점은 심장박동기를 설치한 사람이나, 주위에 장을 띠는 물체를 몸에 지니고 있는 중환자 등에서는 이용할 수 없고, 복부장기에 대한 진단에는 컴퓨터단층촬영보다 불리한 것으로 되어 있으며, 무엇보다 설치비와 그 시술비가 비싸다는데 가장 큰 단점이 있다.    	
3373	malabsorption: 흡수장애	    장관에서 영양소가 혈액으로 잘 흡수되지 않는 현상. 작은창자에서 영양소가 일부 또는 전부 흡수되지 않아 생기는 병을 말한다. 이 병은 대부분 매우 천천히 발병되기 시작하여 진단하기가 매우 어려우며, 병을 의식하기 전의 수개월에서 수년 동안 진행되는 경우도 있다. 장기간 치료해야 하며, 치료방법 복잡하고 자주 바뀔 수 있다. 남-녀 모두 비슷한 비율로 모든 연령층에서 발생할 수 있다. 원인은 첫째, 1차적 선천적 이상으로서 젖당-설당 등 이당류 분해 효소의 결핍, 이자-작은창자 등의 소화효소 결핍, 포도당과 비타민 B12 등 작은창자 점막의 전송장애 등을 들 수 있다. 둘째, 2차적 원인으로서 창자병 등으로 계속 흡수불량이 일어나는 경우이다. 이 밖에 창자관 내의 효소가 부족하거나 정상 상태의 창자병 세균이 변하는 경우, 이자-간-쓸개 등의 병으로 소화가 잘 되지 않는 경우, 기생충-복통 등 창자관 벽의 병이 있는 경우, 창자관절제 수술로 흡수 면적이 줄었을 경우 등을 들 수 있다. 위험 인자로는 알코올 과다섭취, 창자관수술, 가족 중 흡수불량이나 낭포성섬유증 환자가 있는 경우, 광유 또는 다른 완하제를 사용한 경우 등이 있다. 증세는 식욕부진-불쾌감-체중감소-설사-복부팽만 등이 나타나고, 단백질-지방-비타민 등의 흡수불량으로 각각의 결핍증세가 나타난다. 단백질 결핍에 의해서 유아의 발육부진, 빈혈, 저알부민혈증, 부종 등이 생기며, 비타민 D의 흡수장애로 인하여 뼈의 발육에 문제가 생긴다. 비타민 K와 B12의 흡수장애로 출혈과 거대적모구성빈혈이 생기고, 작은창자 점막의 포도당과 갈락토오스의 전송 장애로 인해 설사-저혈당-영양장애 등이 나타난다. 또한 무기력과 경미한 빈혈 등이 나타나고, 복부에 가스가 차거나 막연히 불편하며, 대변의 냄새가 나쁘고 양이 많다. 합병증으로 소화불량이 장기간 지속되거나 유아의 경우 사망할 수 있으며, 영양소-비타민-무기질 결핍 등으로 인하여 다른 질환이 생길 수도 있다.	
3374	malacia: 연화증	    어떤 병 때문에 몸의 조직이나 기관이 물러지는 것.	
3375	malaise: 권태감	    단순히 따분함만을 뜻하지는 않으며, 몸에 이상이 있는 것 같다는 불확실한 감정을 의미한다. 이유를 알 수 없는 발열 등에서 많이 동반되며, 단순히 환자의 감정상태만을 나타내므로 이것이 곧 병이 있다는 것을 의미하지는 않는다.	
3376	malaria: 말라리아, 학질	    말라리아 원충을 가진 학질모기에게 물려서 감염되는 법정 전염병. 갑자기 고열이 나며 설사와 구토-발작을 일으키고 지라가 부으면서 빈혈 증상을 보인다. 급성 발작에서 회복된 후에 병이 만성화되는 경향이 있으며 때때로 재발된다. 3일열원충(Plasmodium vivax), 난형원충(P. ovale), 4일열원충(P. malariae), 열대열원충(P. falcifarum)의 네 가지 원충이 말라리아를 일으킨다. 어느 종류의 말라리아에서나 적혈구를 파괴하여 빈혈을 일으키고 헴(heme)을 소화하여 형성된 말라리아 색소가 배출된다. 이들은 큰포식세포와 망상내피계에 의해 혈액으로부터 제거되는데 이로 인해 지라비대와 간비대 및 비대된 장기와 뼈속질에 색소 침착을 관찰할 수 있다. 말라리아에 대한 면역이 없는 환자는 폐부종이나 파종성혈관내응고증이 동반된 쇼크로 사망할 수 있다.	
3377	male reproductive system: 남성생식기계	    남성의 생식기는 여러 기관으로 구성되어 있다. 고환, 부고환, 정관, 정낭, 전립샘, 외부성기(음경) 등으로 구성되는데, 실제적으로 정자를 생성하는 곳은 단 한 곳 고환뿐이며, 나머지 기관은 이를 돕는 기능을 수행하고 있다. 정자는 고환의 정세관이란 곳에서 만들어진 뒤에 밖으로 나와 긴 여정을 시작하게 된다. 그 뒤 부고환을 지나 좀 더 성숙해 진 뒤에 정관에서 정낭의 분비물과 만나고 다시 요도로 나가게 된다. 이때 요도 뒤쪽에 위치하는 전립샘의 분비물이 합쳐지게 되고 이 정액은 외부성기를 거쳐서 밖으로 나가게 된다.    	
3378	malformation: 기형	    생물의 개체 발생도중에 구조-생김새 등의 비정상화 된 이상. 생물의 발생중에 생기는 각종 형태적 특징에는 개체차도 있고, 또 그 차에도 대소가 있으나 변화의 범위에는 자연히 한계가 있다. 이 범위를 벗어난 형태일 때 이것을 기형이라 한다. 병이 개체 출생시 또는 출생 후의 신생아기 이후에 발병하는데 대개 기형은 발육도중인 태생기에서 출생 사이에 생긴 개체 전체 또는 부분적인 장기형성 장애이며 선천성으로 병적인 상태이다. 통상적인 병과는 본질적으로 구별한다. 성립시기는 기형의 종류에 따라 다르지만 태생 8~10주경에 시작되어 태생 10주~3개월까지에 생기는 것으로 생각되고 있다. 기형의 종류는 크게 어떤 기관의 ① 과잉형성, ② 결여, ③ 불완전형성(심장중격결손), ④ 위치의 이상 등으로 나눌 수 있다. 기형을 일으키는 원인에는 유전적인 영향, 호르몬의 이상, 일시적-국부적인 영양의 과다, 바이러스나 방사선, 산소결핍, 기타 체내 미생물의 영향 등 내적인 것, 발생 과정에서의 파열 따위의 외적인 것이 있으며, 외적인 원인이 내적인 원인을 유발하는 일도 많다. 환경적 원인으로는 온도 등의 물리적 조건, 호르몬이나 화학약품 등이 있다. 이것들은 실험발생학이나 실험형태학-유전학의 입장에서 점차로 밝혀지고 있지만 아직 분명하지 않은 부분도 적지 않다. 기형의 연구는 정상적인 발생메커니즘을 연구하는데 중요한 단서가 된다.	
3379	malignant melanoma: 악성흑색종	    피부에서 생기는 암의 일종. 주로 백인에게 호발하며, 50대~70대에 많이 발생하고, 젊은 여성에게 증가하는 경향이 있으며, 피부암중 1~3%를 차지하는 드문 병으로 피부와 기타 기관의 멜라닌 세포계에서 유래하는 악성종양이다.    원인으로 일광노출과 직접적인 관계가 있으며 가족적 발생도 볼 수 있다.	
3380	malignant tumor: 악성종양	    정상적인 조직 세포가 각종 물리적-화학적-생물학적인 발암 물질의 작용 또는 요인에 의해 돌연변이를 일으켜서 형성되는 종양. 무제한의 세포분열로 매우 왕성하게 증식하여 주위조직을 파괴-침식한다. 또 어떤 화학물질을 내어 주위의 조직세포를 침해할 뿐만 아니라, 혈관 및 림프관을 따라 전이하여 전신의 카켁시아를일으켜 죽음을 초래한다. 상피성인 것을 암종이라 하고, 비상피성인 것을 육종이라 한다.	
3381	malnutrition: 영양실조	    젖먹이 또는 유아의 체중이 표준의 20% 감소이하 상태를 말한다. 증상으로서는 보기에 말랐으며 경과를 관찰해도 체중곡선이 수평이거나 또는 서서히 하강한다. 기분이 나쁘며 잘 울고 잠도 잘 자지 못하고 체온의 동요가 쉽게 생긴다. 체중이 표준의 60% 감소 이하인 경우에는 소모증(marasmus)이라 하며, 영양실조의 증상이 없고 체중과 신장의 동일한 비율로 현저하게 표준 이하인 경우에는 발육부족이라 한다. 원인으로는 잘못된 영양의 섭취, 만성병이나 체질에 의한 음식물의 소화-흡수불량-감염 증 등의 원인병이 있는 경우, 정서불안정 등이 있다.	
3382	malpractice: 의료과실	    의사나 치과의사 등이 업무를 수행함에 있어서 업무상 필요한 주의의무를 게을리 하고 그 결과, 환자의 권리를 침해하고 손해를 끼치는 것을 말한다. 의료과오를 일으킨 경우, 법률적으로는 형사상-민사상-행정상의 책임을 묻게 된다.	
3383	mammary glands: 젖샘, 유선	    정상적으로 아기를 낳은 산모에서는 뇌에서 젖분비호르몬(prolactin)의 분비가 증가하여 젖샘에서 젖을 만들게 된다. 이 때 젖의 분비를 촉진시키는 것으로는 아기가 젖을 빠는 행위 등이 있으며, 젖샘에서 생산된 모유는 젖샘관을 거쳐 젖꼭지를 통해 밖으로 나가게 된다.	
3384	mammary papilla, nipple: 유두, 젖꼭지	    젖샘에서 만들어진 모유가 나오는 통로에 해당.	
3385	mamography: 유방조영술	    여러 가지 양성과 악성 신생물을 확인하는 유방 연조직의 방사선 촬영. 유방조영술은 유방암의 조기 진단을 위한 신체검진과 함께 유용하다. 정규 유방조영술은 무증상 중년 여성의 유방암 사망률을 25~35% 감소시킨다. 기술이 진보할수록 방사선 양이 적어지기 때문에 정규 유방 방사선 사진의 장점은 방사선 노출의 위험이 크게 줄어든다는 것이다. 유방병터를 촉진하는 것도 중요하다.	
3386	mandibular bone, mandible: 아래턱뼈, 하악골	    얼굴을 구성하는 뼈의 한 종류로써, 흔히 말하는 "턱"을 이루는 뼈를 말한다. 얼굴뼈를 이루는 뼈는 위턱뼈(maxillary bone), 아래뼈(mandibular bone), 눈물뼈(lacrimal bone), 코뼈(nasal bone), 광대뼈(zygomatic bone), 보습뼈(vomer) 등이 있다.        	
3387	mania: 조증, 조병	    정신과에서 쓸 때는 정신병의 일종으로 취급. 일반인들의 mania란 말은 하고자 하는 일에 열정을 다하는, 마치 미친듯이 일하는 광적인 일의 욕구를 가진 사람을 말하지만, 정신과의 조증은 이와는 조금 다르다. 조병은 3가지의 큰 특징을 가지고 있는데 그것은 지나친 자신감, 지나친 과활동, 너무나 고양된 기분이 그것이다. 따라서 그들은 언뜻 보기엔 자신감에 차서 세상을 살아가는 것처럼 보이나, 실제적으로는 그 일을 벌이기만 할 뿐, 그 일을 감당할 능력은 없어 대개 사업을 하면, 파산하거나, 남의 재산을 탕진하기도 하면서 자신은 여전히 자신감속에서 살아 다른 가족들에 의해서 끌려 병원에 오게 되는 경우가 많다. 대부분의 경우 이런 증상은 3개월 간 지속되고 그 이후 아주 우울한 기분의 우울증이 찾아오게 된다.	
3388	Mantoux test: 망토우검사	    소아에 주로 실시하는 검사 방법으로, BCG접종후에나 혹은 결핵균에 한번이라도 노출된 경우에 양성반응으로 나온다. 우리나라에서는 생후 1개월에 BCG예방접종을 시행하므로 대부분 양성으로 나오게 되나, 이 예방접종을 받지 않은 상태에서 양성으로 나오면, 결핵균의 침투를 의심할 수 있다.	
3389	marasmus: 소모증	    1. 주로 생후 1년 동안에 일어나는 단백열량 영양장애. 성장장애, 성장지연, 피하지방 및 근육의 항진성 소모가 특징이나 식욕 및 정신반응성은 보존되어 있다. 감염증이 유발인자가 되는 수가 있다. 소모증은 현재 Kwashiorkor과 관련된 것으로 생각되고 있다. 2. 극도의 영양 부족으로 몸이 허약하여지고 전염병에 대한 저항력이 약해지는 증상. 체조직의 파괴가 일어나고, 식사량을 늘려도 체중은 증가하지 안혹 오히려 더 감소되며 몹시 마른다.	
3390	marijuana: 마리화나	    흔히 대마초라고 말하는 마약의 일종. 환각 증상이 강하다. 연예인들이 많이 이용하여 사회적 물의를 일으키기도 했다.	
3391	masochism: 피학대성애	    이성으로부터 정신적-육체적 정서적 학대를 받는데서 즐거움을 느끼는 정신상태를 말함. 흔히 피학성애자(masochist)는 자신이 고통을 당해야만 성적 만족을 느끼는 불건전한 성관계의 사람을 가르킨다.	
3392	massage: 마사지	    1. 손으로 몸을 두드리거나 주물러서 피의 순환을 도와주는 일. 2. 피부를 문질러서 곱고 건강하게 하는 일. 또는 그런 미용법.	
3393	mast cell: 비만 세포	    동물의 결합 조직 가운데 널리 분포하는 세포. 결합조직과 점막조직 내에 있는 호염기성 색소로 이염색성(metachromasia)을 나타내는 과립을 가진 방추형의 세포에 작은 둥근 핵을 가진다. 비만세포의 표면에는 IgE에 대한 수용체가 존재하며, 수용체에 결합한 IgE 분자들끼리 다가의 항원에 의해 서로 연결되면 비만세포 과립탈출 반응이 일어나, 히스타민, 세로토닌, 헤파린 등의 화학전달 물질이 방출되어, 즉시형 알레르기 반응 등의 증상을 일으킨다. 피부, 장막, 혈관 주위, 점막 주변에 있다.	
3394	mastectomy: 유방절제(술)	    유방암 등이 생겼을 때 그 치료를 위해 유방을 떼어내는 치료법으로 다음과 같은 종류가 있다.    -종괴절제술(lumpectomy): 유방을 그대로 둔채, 그 병터부위만 자르는 경우에 해당한다.    -단순절제술(simple total): 병터이 있는 유방전체를 절제하는 것.    -근치절제술(radical): 유방뿐만 아니라 주위 근육, 신경, 혈관, 림프절 등 대부분의 조직을 자르는 근치적 수술.    -변형근치(modified radical): 근치보다는 중요신경, 근육 등을 남기며, 보다 미학적인 면을 고려한 수술.	
3395	mastication: 씹는일, 씹기	    음식물을 섭취하여 분쇄하고, 침과 혼합하는 일련의 과정을 말한다. 이 과정에는 치아, 치주조직, 씹기근, 턱관절, 혀근, 얼굴근 등 대다수의 기관-조직이 관여하고 있으며, 이들은 입얼굴 영역의 다양한 감각정보를 기초로 음식물의 양과 성상을 맞추어 저작 중추신경기구에 의해 조절된다.    	
3396	mastoiditis: 바위염, 유양돌기염	    이 병터는 주로 중이염이 오래되어 만성중이염으로 발전했을 때 나타난다. 원래 바위돌기의 부분은 공기가 들어차 있어 방사선 사진에서 보면, 까만 공기의 음영으로 나타나야 하나, 이 병이 생기면 하얗게 나타나서 알 수 있게 된다. 치료는 바위돌기 전체를 수술로서 파내야 한다.	
3397	masturbation: 자위, 수음	    자기의 성기를 자신의 손으로 자극함과 동시에 어떤 성적 정상을 공상하여 성교에 의하지 않고 독선적으로 성적쾌감을 오르가즘(orgasm)에 까지 도달시키는 대상적 성행위-구약성서의 「창세기」에 등장하는 인물 오난이 성교를 중절하고 수음을 하여 정액을 땅에 흘린 일에 유래한다. 성숙기의 남녀가 주로 경험하는 것으로 반드시 유해하지는 않다. 다만 과도하게 되기 쉬우므로 삼가야 한다.	
3398	maternity: 모성	    여성이 어머니로서 가지는 정신적-육체적 성질. 또는 그런 본능.	
3399	matrix: 바탕질, 기질	    1. 결합 조직의 기본물질. 즉 어떤 물체를 주조하는 기초 또는 물체가 발생되는 조직. 2. 효소와 작용하여 화학 반응을 일으키는 물질. 예를 들면, 녹말은 그 효소인 아밀라아제의 기질이다. 2. 호흡에 쓰이는 물질. 당류나 지방 따위가 있다. 4. 주형이나 주조에 사용되는 틀.	
3400	maturation: 성숙	    1. 신체적 혹은 정신적으로 폭넓은 개념에서의 발달과정의 최종단계를 의미한다. 발달은 모든 사람에게 공통적인 현상이지만 그 발달속도에는 개인에 따라 차이가 있다. 2. 생물이 각각 종으로서의 특징을 충분히 발휘할 수 있게 되는 것. 식물의 성숙은 꽃이 피고 열매를 맺을 수 있는 상태가 되는 것을 말하고, 동물의 경우도 생식능력을 가진 상태로 여러 가지 형질이 완성되는 것을 말한다. 사람의 성숙은 정신적-육체적으로는 완전한 성숙을 이루지 않았는데도 성적으로 성숙하는 수가 있다. 이른바 사춘기가 되면 남자는 15~16세에 목소리가 변하기 시작하고 수염도 진하게 되며, 고환은 정자를 만들게 된다. 여자는 이 무렵이 되면 피하지방이 많아지고 몸매도 갖추어지며 유방도 커지고, 난소 내에는 많은 난자가 축적되어 한달에 한번씩 배란을 하게 된다. 사람의 육체적인 성숙은 남자는 24~25세, 여자는 이보다 조금 빠르다.	
3401	maxilla, upper jaw: 위턱뼈, 상악골	    위턱을 형성하는 좌우 한 쌍의 뼈. 윗부분은 옆머리뼈에 연결되고, 가장자리에는 윗니가 있다. 얼굴두개의 중앙에 있는 한 쌍의 뼈로 위턱체, 이마돌기, 광대뼈돌기, 입천장돌기, 이틀돌기로 구성된다. 위턱체는 위턱굴이라고 불리는 공동을 갖으며, 위턱굴열공으로서 비강으로 열린다. 위의 4돌기는 상방으로는 코뼈, 이마뼈, 눈물뼈, 벌집뼈, 보습뼈, 광대뼈와 또한 후방으로는 입천장뼈 및 나비뼈, 날개돌기와 결합하고 있다.	
3402	mechanism: 기전, 메커니즘	    1. 어떤 현상이 일어나기까지의 과정. 2. 기계론. 생명현상이 무기물계를 지배하고 있는 것과 같은 물리적, 화학적 법칙에 기초를 둔다는 학설.	
3403	mechanism: 메커니즘	    1. 어떤 현상이 일어나기까지의 과정. 2. 기계론. 생명현상이 무기물계를 지배하고 있는 것과 같은 물리적, 화학적 법칙에 기초를 둔다는 학설.	
3404	Meckel diverticulum: 메켈곁주머니, 메켈게실	    난황장관이 막히지 않아서 생긴 기형. 돌창자에 생기며, 장간막 부착부의 반대쪽에 생긴다. 작은창자 점막과 함게 소화점막이나 이소성 이자조직을 포함하기도 한다.	
3405	meconium: 배내똥, 태변	    태아에게서 나오는 초록색의 변을 말함. 대개 모체의 뱃속에 있는 태아는 변을 보지 않으나, 정상적으로도 조금의 변이 나올 수 있다. 원래 모체의 뱃속에 있는 태아의 위치는 대부분 머리가 아래로 하여 있으나, 일부에서는 다리가 아래로 하여 있을 수 있으며, 그런 경우를 둔위라 한다. 정상적으로 머리가 아래인 위치에서 태변이 나오면, 태아에 이상이 있음을 말하는 경우가 많으나, 둔위의 경우에서는 태아가 정상인데도 태변이 나올 수 있다. 모체에서 태어난 신생아의 경우 대개 첫 24시간에는 태변이 나오며, 그 이후에는 노란(일반인들과 같은)변이 나오게 된다.	
3406	medial: 안쪽의, 내측의	    몸의 중심(대개 몸통, body를 말한다)에서 가까운 쪽으로 움직이는 경우를 말한다. 반대말로 가쪽(lateral)을 쓴다. 여기서 내, 외측의 기준은 사람의 몸을 기준으로 삼는다. 즉, 만약 팔이 몸에서 멀어지는 쪽으로 이동하면 가쪽으로 움직였다라고 하고, 팔이 몸에 가까워지는 쪽으로 움직이면 안쪽으로 움직였다고 말한다. 이 말은 아주 자주 쓰이는 말로써, 거의 모든 의학부분에서 접할 수 있는 말이다.	
