,Unnamed: 0,병원코드,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
23020,2773.0,36200948,세계로병원,​PROTESCAL 5.0ML​,​유착 방지제​,,,,"500,000",0,0,,,,,0
23021,2774.0,36200948,세계로병원,Chondro Gide,자가유래세포이식재료,,,,"3,500,000",0,0,,,,,0
23022,2775.0,36200948,세계로병원,카티스템(줄기세포),줄기세포이식술,,,,"8,000,000",0,0,,,,,0
23023,2776.0,36200948,세계로병원,floseal,지혈제,,,,"450,000",0,0,,,,,0
23024,2777.0,36200948,세계로병원,cast shoes,처치용 일반재료,,,,"5,000",0,0,,,,,0
23025,2778.0,36200948,세계로병원,소변기,처치용 일반재료,,,,"3,000",0,0,,,,,0
23026,2779.0,36200948,세계로병원,대변기,처치용 일반재료,,,,"3,000",0,0,,,,,0
23027,2780.0,36200948,세계로병원,팔걸이,처치용 일반재료,,,,"3,000",0,0,,,,,0
23028,2781.0,36200948,세계로병원,목발(알루미늄)양쪽,처치용 일반재료,,,,"15,000",0,0,,,,,0
23029,2782.0,36200948,세계로병원,목발(알루미늄)한쪽,처치용 일반재료,,,,"8,000",0,0,,,,,0
23030,2783.0,36200948,세계로병원,목발용 고무,처치용 일반재료,,,,"3,000",0,0,,,,,0
23031,2784.0,36200948,세계로병원,ice bag(대),처치용 일반재료,,,,"8,000",0,0,,,,,0
23032,2785.0,36200948,세계로병원,ice bag(소),처치용 일반재료,,,,"6,000",0,0,,,,,0
23033,2786.0,36200948,세계로병원,솜베개(개당),처치용 일반재료,,,,"2,200",0,0,,,,,0
23034,2787.0,36200948,세계로병원,메딕스밴드 1호,처치용 일반재료,,,,300,0,0,,,,,0
23035,2788.0,36200948,세계로병원,메딕스밴드 2호,처치용 일반재료,,,,500,0,0,,,,,0
23036,2789.0,36200948,세계로병원,메딕스밴드 3호,처치용 일반재료,,,,600,0,0,,,,,0
23037,2790.0,36200948,세계로병원,메딕스밴드 4호,처치용 일반재료,,,,700,0,0,,,,,0
23038,2791.0,36200948,세계로병원,메딕스밴드 5호,처치용 일반재료,,,,"1,100",0,0,,,,,0
23039,2792.0,36200948,세계로병원,메딕스밴드 6호,처치용 일반재료,,,,"1,400",0,0,,,,,0
23040,2793.0,36200948,세계로병원,메딕스밴드 7호,처치용 일반재료,,,,"1,600",0,0,,,,,0
23041,2794.0,36200948,세계로병원,Venos 스타킹,처치용 일반재료,,,,"80,000",0,0,,,,,0
23042,2795.0,36200948,세계로병원,Threabadne 2m,처치용 일반재료,,,,"12,000",0,0,,,,,0
23043,2796.0,36200948,세계로병원,POVIS STN6인치,수술용 일반재료,,,,"25,000",0,0,,,,,0
23044,2797.0,36200948,세계로병원,POVIS STN8인치,수술용 일반재료,,,,"25,000",0,0,,,,,0
23045,2798.0,36200948,세계로병원,수성멸균흡수패드 20*20cm,수술용 일반재료,,,,"3,960",0,0,,,,,0
23046,2799.0,36200948,세계로병원,CAREFIX,수술용 일반재료,,,,"15,000",0,0,,,,,0
23047,2800.0,36200948,세계로병원,MEPIFOAM 5*7.5cm,처치용 일반재료,,,,"33,000",0,0,,,,,0
23048,2801.0,36200948,세계로병원,BAP SCAR CARE GEL 15g,처치용 일반재료,,,,"55,000",0,0,,,,,0
23049,2802.0,36200948,세계로병원,OPENCAST,처치용 일반재료,,,,"270,000",0,0,,,,,0
23050,2803.0,36200948,세계로병원,REGENSEAL α,처치용 일반재료,,,,"100,000",0,0,,,,,0
23051,2804.0,36200948,세계로병원,REGENSEAL 301,처치용 일반재료,,,,"200,000",0,0,,,,,0
23052,2805.0,36200948,세계로병원,REGENSEAL PLUS,처치용 일반재료,,,,"250,000",0,0,,,,,0
23053,2806.0,36200948,세계로병원,REGENSEAL 601,처치용 일반재료,,,,"600,000",0,0,,,,,0
23054,2807.0,36200948,세계로병원,REGENSEAL 603,처치용 일반재료,,,,"3,000,000",0,0,,,,,0
23055,2808.0,36200948,세계로병원,CARTIFILL 603,수술용 일반재료,,,,"3,000,000",0,0,,,,,0
23056,2809.0,36200948,세계로병원,VENDARI HAFT,처치용 일반재료,,,,"4,950",0,0,,,,,0
23057,2810.0,36200948,세계로병원,COMFIFAST M red 3.5cm * 1m,처치용 일반재료,,,,"7,500",0,0,,,,,0
23058,2811.0,36200948,세계로병원,COMFIFAST M green 5cm * 1m,수술용 일반재료,,,,"8,250",0,0,,,,,0
23059,2812.0,36200948,세계로병원,COMFIFAST M blue 7.5cm * 1m,처치용 일반재료,,,,"9,900",0,0,,,,,0
23060,2813.0,36200948,세계로병원,COMFIFAST M yellow 10.75cm*1m,처치용 일반재료,,,,"13,200",0,0,,,,,0
23061,2814.0,36200948,세계로병원,COMFIFAST M beige 17.5cm *1m,처치용 일반재료,,,,"16,500",0,0,,,,,0
23062,2815.0,36200948,세계로병원,BONGENER CGDBM DEEP EL FUSE INJECTABLE,수술용 일반재료,,,,"600,000",0,0,,,,,0
23063,2816.0,36200948,세계로병원,EZ REGULAR MICRO FILTER SET,처치용 일반재료,,,,"20,000",0,0,,,,,0
23064,2817.0,36200948,세계로병원,Steri strip 1541,처치용 일반재료,,,,"1,800",0,0,,,,,0
23065,2818.0,36200948,세계로병원,Steri strip 1547,처치용 일반재료,,,,"3,000",0,0,,,,,0
23066,2819.0,36200948,세계로병원,골반얼음팩,처치용 일반재료,,,,"80,000",0,0,,,,,0
23067,2820.0,36200948,세계로병원,무릎 얼음팩,처치용 일반재료,,,,"70,000",0,0,,,,,0
23068,2821.0,36200948,세계로병원,어깨 얼음팩,처치용 일반재료,,,,"80,000",0,0,,,,,0
23069,2822.0,36200948,세계로병원,얼음팩 추가,처치용 일반재료,,,,"2,000",0,0,,,,,0
23070,2823.0,36200948,세계로병원,coban 1인치,처치용 일반재료,,,,100,0,0,,,,,0
23071,2824.0,36200948,세계로병원,coban 2인치,처치용 일반재료,,,,330,0,0,,,,,0
23072,2825.0,36200948,세계로병원,coban 3인치,처치용 일반재료,,,,460,0,0,,,,,0
23073,2826.0,36200948,세계로병원,coban 4인치,처치용 일반재료,,,,550,0,0,,,,,0
23074,2827.0,36200948,세계로병원,소프트픽스 (1ea),처치용 일반재료,,,,990,0,0,,,,,0
23075,2828.0,36200948,세계로병원,ANAPORT,처치용 일반재료,,,,"26,400",0,0,,,,,0
23076,2829.0,36200948,세계로병원,멸균 S-PAD,처치용 일반재료,,,,"1,950",0,0,,,,,0
23077,2830.0,36200948,세계로병원,philladelphia brace,처치용 일반재료,,,,"70,000",0,0,,,,,0
23078,2831.0,36200948,세계로병원,collar brace,처치용 일반재료,,,,"30,000",0,0,,,,,0
23079,2832.0,36200948,세계로병원,테니스엘보 보조기(한일의수족),처치용 일반재료,,,,"50,000",0,0,,,,,0
23080,2833.0,36200948,세계로병원,무릎보호대(소프트)-한일,처치용 일반재료,,,,"30,000",0,0,,,,,0
23081,2834.0,36200948,세계로병원,무릎보호대(힌지)한일,처치용 일반재료,,,,"100,000",0,0,,,,,0
23082,2835.0,36200948,세계로병원,무릎보조기(각도조절용)-한일,처치용 일반재료,,,,"220,000",0,0,,,,,0
23083,2836.0,36200948,세계로병원,"shoulder brace-한일, 전남",처치용 일반재료,,,,"150,000",0,0,,,,,0
23084,2837.0,36200948,세계로병원,발목보호대-한일,처치용 일반재료,,,,"30,000",0,0,,,,,0
23085,2838.0,36200948,세계로병원,손목보호대- 한일,처치용 일반재료,,,,"30,000",0,0,,,,,0
23086,2839.0,36200948,세계로병원,발목 보호대,처치용 일반재료,,,,"12,000",0,0,,,,,0
23087,2840.0,36200948,세계로병원,무릎 보호대,처치용 일반재료,,,,"12,000",0,0,,,,,0
23088,2841.0,36200948,세계로병원,허리 보호대,처치용 일반재료,,,,"30,000",0,0,,,,,0
23089,2842.0,36200948,세계로병원,손목 보호대,처치용 일반재료,,,,"12,000",0,0,,,,,0
23090,2843.0,36200948,세계로병원,팔꿈치 보호대,처치용 일반재료,,,,"12,000",0,0,,,,,0
23091,2844.0,36200948,세계로병원,코르셋,처치용 일반재료,,,,"50,000",0,0,,,,,0
23092,2845.0,36200948,세계로병원,L-DISQ,척추수술 및척추고정용 재료,,,,수술료에 포함,0,0,,,,,0
23093,2846.0,36200948,세계로병원,BIO-VISION,척추수술 및척추고정용 재료,,,,"750,000",0,0,,,,,0
23094,2847.0,36200948,세계로병원,NAVI CATHETER,척추수술 및척추고정용 재료,,,,"850,000",0,0,,,,,0
23095,2848.0,36200948,세계로병원,ACE LOCK,처치용 일반재료,,,,"7,900",0,0,,,,,0
23096,2849.0,36200948,세계로병원,엘라반멸균반창고,처치용 일반재료,,,,"2,000",0,0,,,,,0
23097,2850.0,36200948,세계로병원,이지에프새살연고 10G,처치용 일반재료,,,,"15,000",0,0,,,,,0
23098,2851.0,36200948,세계로병원,하이드로픽스 5 * 30CM,​처치용 일반재료​,,,,"1,080",0,0,,,,,0
23099,2852.0,36200948,세계로병원,​하이드로픽스 10 * 10CM​,​처치용 일반재료​,,,,690,0,0,,,,,0
23100,2853.0,36200948,세계로병원,​하이드로픽스 15 * 30CM​,​처치용 일반재료​,,,,"2,660",0,0,,,,,0
23101,2854.0,36200948,세계로병원,NEW PLUS ROLL,처치용 일반재료,,,,990,0,0,,,,,0
23102,2855.0,36200948,세계로병원,FINGER SPLINT,처치용 일반재료,,,,"30,000",0,0,,,,,0
23103,2856.0,36200948,세계로병원,NEO DERMAL ACTIVATOR 1G,처치용 일반재료,,,,"20,000",0,0,,,,,0
23104,2857.0,36200948,세계로병원,NEO DERMAL ACTIVATOR 5G,처치용 일반재료,,,,"90,000",0,0,,,,,0
23105,2858.0,36200948,세계로병원,LMA SUPREME(Laryngeal mask),처치용 일반재료,,,,"66,000",0,0,,,,,0
23106,2859.0,36200948,세계로병원,Easi cover,처치용 일반재료,,,,"10,000",0,0,,,,,0
23107,2860.0,36200948,세계로병원,Mini Volume line filter set,처치용 일반재료,,,,"10,000",0,0,,,,,0
23108,2861.0,36200948,세계로병원,TRANSPORE WHITE (3M),처치용 일반재료,,,,"4,000",0,0,,,,,0
23109,2862.0,36200948,세계로병원,UNBITE (ENDO TUBE HOLDER),수술용 일반재료,,,,"50,000",0,0,,,,,0
23110,2863.0,36200948,세계로병원,COLTRIX TEDOREGEN 1ML,수술용 일반재료,,,,"150,000",0,0,,,,,0
23111,2864.0,36200948,세계로병원,스티몰액,,,,,"3,000",,,,,,,
23112,2865.0,36200948,세계로병원,노자임 캡슐,,,,,"1,000",,,,,,,
23113,2866.0,36200948,세계로병원,훼스탈,,,,,200,,,,,,,
23114,2867.0,36200948,세계로병원,둘코락스정,,,,,193,,,,,,,
23115,2868.0,36200948,세계로병원,하브릭스(성인),,,,,"65,000",,,,,A형 간염 예방접종,,
23116,2869.0,36200948,세계로병원,하브릭스(소아),,,,,"40,000",,,,,A형 간염 예방접종,,
23117,2870.0,36200948,세계로병원,헤파박스 프리필드(성인),,,,,"25,000",,,,,B형 간염 예방접종,,
23118,2871.0,36200948,세계로병원,헤파박스(소아),,,,,"15,000",,,,,B형 간염 예방접종,,
23119,2872.0,36200948,세계로병원,폐구균백신,,,,,"150,000",,,,,폐렴예방접종,,
23120,2873.0,36200948,세계로병원,스카이조스터주 (SK),,,,,"150,000",,,,,대상포진 예방접종,,
23121,2874.0,36200948,세계로병원,가다실주-1회,,,,,"180,000",,,,,자궁경부암예방접종,,
23122,2875.0,36200948,세계로병원,프로디악스주,,,,,"40,000",,,,,폐렴예방접종,,
23123,2876.0,36200948,세계로병원,인플루엔자백신(3가백신),,,,,"30,000",,,,,독감예방접종,,
23124,2877.0,36200948,세계로병원,플루아릭스테트라(4가백신),,,,,"40,000",,,,,독감예방접종,,
23125,2878.0,36200948,세계로병원,부스트릭스(DPT)-성인,,,,,"50,000",,,,,DPT 예방접종,,
23126,2879.0,36200948,세계로병원,DPT 혼합백신,,,,,"30,000",,,,,DPT 예방접종,,
23127,2880.0,36200948,세계로병원,푸로아민주 250ML,,,,,"30,000",,,,,영양제,,
23128,2881.0,36200948,세계로병원,멀티블루5주,,,,,"40,000",,,,,영양제,,
23129,2882.0,36200948,세계로병원,스모프리피드20%주 500밀리리터,,,,,"22,969",,,,,급여 인정기준외 실시한 경우,,
23130,2883.0,36200948,세계로병원,콤비플렉스리피드페리주 1440ML,,,,,"30,892",,,,,급여 인정기준외 실시한 경우,,
23131,2884.0,36200948,세계로병원,콤비플레스페리주 1100ML,,,,,"12,601",,,,,급여 인정기준외 실시한 경우,,
23132,2885.0,36200948,세계로병원,영양제 비급여 수기료,,,,,"10,000",,,,,,,
23133,2886.0,36200948,세계로병원,페라미플루주,,,,,"30,000",,,,,인플루인자 치료제,,
23134,2887.0,36200948,세계로병원,이지에프새살연고 10G,,,,,"20,000",,,,,,,
23135,2888.0,36200948,세계로병원,뉴라렌주,,,,,"10,000",,,,,뇌혈관 개선제,,
23136,2889.0,36200948,세계로병원,1PRIMAR WD DRESSING,,,,,"100,000",,,,,,,
23137,2890.0,36200948,세계로병원,브리디온주,,,,,"240,000",,,,,자율신경제,,
23138,2891.0,36200948,세계로병원,모노퍼주,,,,,"70,000",,,,,,,
23139,2892.0,36200948,세계로병원,NDA PLUS 1G,,,,,"25,000",,,,,,,
23140,2893.0,36200948,세계로병원,NDA PLUS 5G,,,,,"100,000",,,,,,,
23141,2982.0,21202591,부산본병원,사망진단서,,제증명,,,"10,000",0,0,,,,,
23142,2983.0,21202591,부산본병원,영문진단서 또는 소견서,,제증명,,,"20,000",0,0,,,,,
23143,2984.0,21202591,부산본병원,제증명서 사본(1매당),,제증명,,,"1,000",0,0,,,,,
23144,2985.0,21202591,부산본병원,진료기록영상(CD),,제증명,,,"10,000",0,0,,,,,
23145,2986.0,21202591,부산본병원,입퇴원확인서,,제증명,,,"3,000",0,0,,,,,
23146,2987.0,21202591,부산본병원,장애인증명서(장애인공제대상증명),,제증명,,,"1,000",0,0,,,,,
23147,2988.0,21202591,부산본병원,건강진단서,,제증명,,,"20,000",0,0,,,,,
23148,2989.0,21202591,부산본병원,장애진단서(신체적장애),,제증명,,,"15,000",0,0,,,,,
23149,2990.0,21202591,부산본병원,통원확인서,,제증명,,,"3,000",0,0,,,,,
23150,2991.0,21202591,부산본병원,진료기록사본(1~5매)1매당,,제증명,,,"1,000",0,0,,,,,
23151,2992.0,21202591,부산본병원,진료기록사본(6매 이상),,제증명,,,100,0,0,,,,,
23152,2993.0,21202591,부산본병원,장애진단서(정신적장애),,제증명,,,"40,000",0,0,,,,,
23153,2994.0,21202591,부산본병원,후유장애진단서,,제증명,,,"100,000",0,0,,,,,
23154,2995.0,21202591,부산본병원,장애진단서(보험회사 양식),,제증명,,,"100,000",0,0,,,,,
23155,2996.0,21202591,부산본병원,장애자증명서,,제증명,,,"5,000",0,0,,,,,
23156,2997.0,21202591,부산본병원,병무용 진단서(예비군용),,제증명,,,"20,000",0,0,,,,,
23157,2998.0,21202591,부산본병원,병무용 진단서(병무청용),,제증명,,,"20,000",0,0,,,,,
23158,2999.0,21202591,부산본병원,통원진료비세부내역서(추가),,제증명,,,"1,000",0,0,,,,,
23159,3000.0,21202591,부산본병원,일반소견서,,제증명,,,"20,000",0,0,,,,,
23160,3001.0,21202591,부산본병원,영문진료비계산서,,제증명,,,"3,000",0,0,,,,,
23161,3002.0,21202591,부산본병원,입원진료비세부내역서(추가),,제증명,,,"1,000",0,0,,,,,
23162,3003.0,21202591,부산본병원,아모부로펜 주 400mg/4mL,,재료대,,,"18,000","18,000","36,000",,,,,
23163,3004.0,21202591,부산본병원,아모부로펜 주 800mg/8mL,,재료대,,,"25,000","25,000","50,000",,,,,
23164,3005.0,21202591,부산본병원,모리헤파민250ml,,약제비,,,"55,000",0,0,,,,,
23165,3006.0,21202591,부산본병원,셀레네주500μg/10㎖ (셀레늄),,주사료,,,"23,000",0,0,,,,,
23166,3007.0,21202591,부산본병원,유박스 B 프리필드 주 1ml,,주사재료,,,"30,000",0,0,,,B형간염예방접종,,
23167,3008.0,21202591,부산본병원,이지에프새살연고10g,,투약료,,,"33,000",0,0,,,,,
23168,3009.0,21202591,부산본병원,아세트펜프리믹스주1g/100㎖ (아세트아미노펜),,주사제료,,,"20,000",0,0,,,,,
23169,3010.0,21202591,부산본병원,바이코민정,,약제,,,550,0,0,,,,,
23170,3011.0,21202591,부산본병원,오라메디연고10mg/10g (트리암시놀론),,약제,,,"6,945",0,0,,,,,
23171,3012.0,21202591,부산본병원,메리트디주2.5㎎/0.5㎖ (콜레칼시페롤),,주사제,,,"29,000",0,0,,,,,
23172,3013.0,21202591,부산본병원,프리베나13주62.8㎍/0.5㎖_폐렴백신,,주사제,,,"120,000",0,0,,,,,
23173,3014.0,21202591,부산본병원,티디백신주2IU/0.5㎖ (디프테리아톡소이드)_파상풍/디프테리아백신,,주사제,,,"30,000",0,0,,,,,
23174,3015.0,21202591,부산본병원,오마프원 페리주362㎖,,주사제,,,"90,000",0,0,,,,,
23175,3016.0,21202591,부산본병원,베마케스트주2ml (플라빈아데닌디뉴클레오티드),,주사제,,,"60,000",0,0,,,담즙산분비촉진제&간보호제,,
23176,3017.0,21202591,부산본병원,락사졸로정1mg,,약제,,,"1,180",0,0,,,변비치료제,,
23177,3018.0,21202591,부산본병원,락사졸로정2mg,,약제,,,"1,780",0,0,,,변비치료제,,
23178,3019.0,21202591,부산본병원,인카인겔11㎖ (클로르헥시딘/리도카인),,약제,,,"11,550",0,0,,,폴라카테터삽입윤활제(인스틸라겔대체품),,
23179,3020.0,21202591,부산본병원,베노스타신캡슐,,약제,,,690,0,0,,,정맥순환부전개선제,,
23180,3021.0,21202591,부산본병원,나바론크림38g (디클로페낙),,약제,,,"13,200",0,0,,,,,
23181,3022.0,21202591,부산본병원,프로디악스23프리필드시린지25㎍/0.5㎖_폐렴백신,,예방접종,,,"48,000",0,0,,,폐렴백신,,
23182,3024.0,21202591,부산본병원,[비급]SureDerm Implant(4*5cm),,수술재료대,,,"1,320,000",0,0,,,,,
23183,3025.0,21202591,부산본병원,영운드드레싱(GUARD N FIX ),,치료재료,,,"36,000",0,0,,,,,
23184,3026.0,21202591,부산본병원,아이브이하이픽스(IV-Hyfix),,치료재료,,,"4,500",0,0,,,,,
23185,3027.0,21202591,부산본병원,COLTRIX TENDOREGEN,,치료재료,,,"222,000",0,0,,,,,
23186,3028.0,21202591,부산본병원,도타렘주PFS 10ml(메글루민가도테레이트),,MRI(조영제),,,"70,000","70,000","70,000",,,,,
23187,3029.0,21202591,부산본병원,도타렘주PFS 15ml(메글루민가도테레이트),,MRI(조영제),,,"100,000","100,000","100,000",,,,,
23188,3030.0,21202591,부산본병원,MARLINS 4인치 / 6인치 (압박스타키넷),,치료재료,,,"23,000",0,0,,,압박용스타키넷,,
23189,3031.0,21202591,부산본병원,TBAND (Large/Small),,치료재료,,,"55,200",0,0,,,신체압박고정용,,
23190,3032.0,21202591,부산본병원,스카이 셀플루 4가 프리필드시린지,,약제,,,"33,000",0,0,,,독감백신,,
23191,3033.0,21202591,부산본병원,Mega DBM 0.6cc & 1cc,,수술재료대,,,"480,000",0,"800,000",,,,,
23192,3034.0,21202591,부산본병원,가드픽싱드레싱키트 픽스롤10*10,,치료재료대,,,750,0,0,,,일회용Dx.키트,,
23193,3035.0,21202591,부산본병원,큐블럭1.5ml(QBLOCK),,수술재료대,,,"450,000",0,0,,,척추경막외유착방지제(주)메디솔,,
23194,3036.0,21202591,부산본병원,SURGI CHITO,,수술재료,,,"88,000",0,0,,,혈관중재적시술후지혈용,,
23195,3037.0,21202591,부산본병원,MICRO FILTER(3WAY)(전규격),,치료재료,,,"4,200",0,0,,,,,
23196,3038.0,21202591,부산본병원,"BONGENER 1cc, CGDBM DEEP, EL FUSE INJECTABLE",,수술재료,,,"800,000",0,0,,,인체조직유래2차가공뼈,,
23197,3039.0,21202591,부산본병원,토니밴드(Large/Small),,일반재료,,,"55,200",0,0,,,"토니켓/ 신체압박,고정",,
23198,3040.0,21202591,부산본병원,IV FILTER SET(IV필터세트),,치료재료,,,"5,320",0,0,,,BM1301EK대체(2019.04.17),,
23199,3041.0,21202591,부산본병원,I-Factor 2.5cc,,수술재료대,,,"2,400,000",0,0,,,복합재료이식용뼈/ 한시적비급여,,
23200,3042.0,21202591,부산본병원,I-Factor 1cc,,수술재료대,,,"1,350,000",0,0,,,복합재료이식용뼈/ 한시적비급여,,
23201,3043.0,21202591,부산본병원,EPINAUT (PEN catheter),,수술재료,,,"924,000",0,0,,,,,
23202,3044.0,21202591,부산본병원,ASSEMBLED CERVICAL SPACER,,수술재료,,,"1,980,000",0,0,,,척추전용 동종골,,
23203,3045.0,21202591,부산본병원,큐블럭3.5ml(QBLOCK),,수술재료,,,"880,000",0,0,,,,,
23204,3046.0,21202591,부산본병원,큐블럭5ml(QBLOCK),,수술재료,,,"1,300,000",0,0,,,,,
23205,3047.0,21202591,부산본병원,ST.REED PLUS( PEN catheter),,수술재료,,,"924,000",0,0,,,,,
23206,3048.0,21202591,부산본병원,ACECOL 3.0ml (에이스콜),,수술재료,,,"450,000",0,0,,,,,
23207,3049.0,21202591,부산본병원,INOGRAM PLUS 1cc,,수술재료,,,"222,000",0,0,,,,,
23208,3050.0,21202591,부산본병원,이노티스 플러스(5x5cm),,수술재료,,,"220,000",0,0,,,,,
23209,3051.0,21202591,부산본병원,콜힐업 1.0ml(COLHEALUP),,수술재료,,,"222,000",0,0,,,연조직재건용 흡수성콜라겐,,
23210,3052.0,21202591,부산본병원,콜힐업 3.0ml(COLHEALUP),,수술재료,,,"450,000",0,0,,,연조직재생용 흡수성콜라겐,,
23211,3053.0,21202591,부산본병원,CG CERVICAL SPACER 전규격,,수술재료대,,,"1,980,000",0,0,,,,,
23212,3063.0,21202591,부산본병원,MRI-Angio(Brain),,MRI,,,"450,000",0,0,,,,,
23213,3064.0,21202591,부산본병원,MRI-Myelogram(척수강),,MRI,,,"450,000",0,0,,,,,
23214,3065.0,21202591,부산본병원,MRI_CTL (T2) sag,,MRI,,,"300,000",0,0,,,,,
23215,3066.0,21202591,부산본병원,Post OP MRI C-Spine,,MRI,,,"300,000",0,0,,,,,
23216,3067.0,21202591,부산본병원,Post OP MRI T-Spine,,MRI,,,"300,000",0,0,,,,,
23217,3068.0,21202591,부산본병원,Post-OP MRI-Lumbosacral spine,,MRI,,,"300,000",0,0,,,,,
23218,3069.0,21202591,부산본병원,Post-OP MRI-Knee(TKRA),,MRI,,,"300,000",0,0,,,,,
23219,3070.0,21202591,부산본병원,Post-OP MRI-T & L Spine,,MRI,,,"450,000",0,0,,,,,
23220,3071.0,21202591,부산본병원,MRI-Foraminal(C-spine),,MRI,,,"200,000",0,0,,,,,
23221,3072.0,21202591,부산본병원,MRI-Brain(Diffuse),,MRI,,,"180,000",0,0,,,,,
23222,3073.0,21202591,부산본병원,일반 MRI촬영후 조영제추가 재촬영,,MRI,,,"70,000","70,000","100,000",,,"(토타렘주15ml_100,000원/ 10ml_70,000원)",,
23223,3074.0,21202591,부산본병원,MRI 촬영시 조영제 추가,,MRI,,,"70,000","70,000","100,000",,,,,
23224,3075.0,21202591,부산본병원,체외충격파치료(ESWT)-양측,,물리치료,,,"80,000",0,0,,,,,
23225,3076.0,21202591,부산본병원,체외충격파치료(ESWT)-편측,,물리치료,,,"50,000",0,0,,,,,
23226,3077.0,21202591,부산본병원,도수치료 척추 [무릎],,물리치료,,,"40,000",0,0,,,,,
23227,3078.0,21202591,부산본병원,도수치료 관절 [어깨],,물리치료,,,"40,000",0,0,,,,,
23228,3079.0,21202591,부산본병원,추간판내 고주파 열치료술(1부위),,처치 및 수술료,,,"300,000",0,0,,,재료대별도,,
23229,3080.0,21202591,부산본병원,추간판내 고주파 열치료술(2부위),,처치 및 수술료,,,"600,000",0,0,,,재료대 별도,,
23230,3081.0,21202591,부산본병원,추간판내 고주파 열치료술(3부위),,처치 및 수술료,,,"900,000",0,0,,,재료대 별도,,
23231,3082.0,21202591,부산본병원,내시경적 경막외강 신경근성형술 Endoscopic Epidural Neuroplasty,,처치 및 수술료,,,"600,000",0,0,,,재료대 별도,,
23232,3083.0,21202591,부산본병원,경피적 경막외강 신경성형술 Percutaneous Epidural Neuroplasty,,처치 및 수술료,,,"800,000",0,0,,,재료대 별도,,
23233,3084.0,21202591,부산본병원,연골결손 환자에서의 자가 골수 줄기세포 치료술(편측),,처치 및 수술료,,,"1,200,000",0,0,,,재료대 별도,,
23234,3085.0,21202591,부산본병원,동맥경화도검사(맥파전달속도측정),,처치 및 수술료,,,"30,000",0,0,,,재료대 별도,,
23235,3086.0,21202591,부산본병원,신장분사치료(stretch and spray therapy)-양측,,처치 및 수술료,,,"20,000",0,0,,,재료대 별도,,
23236,3087.0,21202591,부산본병원,신장분사치료(stretch and spray therapy)-편측,,처치 및 수술료,,,"12,000",0,0,,,재료대 별도,,
23237,3088.0,21202591,부산본병원,증식치료 (Prolotherapy)-사지관절부위,,처치 및 수술료,,,"40,000",0,0,,,재료대 별도,,
23238,3089.0,21202591,부산본병원,증식치료 (Prolotherapy)-척추부위,,처치 및 수술료,,,"60,000",0,0,,,재료대 별도,,
23239,3090.0,21202591,부산본병원,시트,,기타,,,"15,400",0,0,,,,,
23240,3091.0,21202591,부산본병원,환의,,기타,,,"8,250","8,250","15,950",,,,,
23241,3092.0,21202591,부산본병원,"PMP22 유전자, 엑손결실",,수탁검사료,,,"480,000","480,000","1,056,000",,,,,
23242,3093.0,21202591,부산본병원,흉터제거술 5CM 미만(미용목적),,수술료,,,"50,000","50,000","110,000",,,,,
23243,3094.0,21202591,부산본병원,흉터제거술 5CM 이상(미용목적),,수술료,,,"100,000","100,000","220,000",,,,,
23244,3095.0,21202591,부산본병원,AIT 정성,,검사료,,,"58,000","58,000","135,000",,,수탁검사,,
23245,3096.0,21202591,부산본병원,AIT 정량,,검사료,,,"116,000","116,000","255,200",,,수탁검사,,
23246,3097.0,21202591,부산본병원,MRI-뇌(해마),,MRI,,,"450,000","450,000","675,000",,,,,
23247,3098.0,21202591,부산본병원,"MRI-경추,흉추,요천추와척수강동시촬영",,MRI,,,"450,000","450,000","675,000",,,,,
23248,3099.0,21202591,부산본병원,MRI-근골격계(천장골관절),,MRI,,,"450,000","450,000","675,000",,,,,
23249,3100.0,21202591,부산본병원,자기공명영상진단-흉부(심장),,MRI,,,"450,000","450,000","675,000",,,,,
23250,3101.0,21202591,부산본병원,자기공명영상진단-흉부(흉부),,MRI,,,"450,000","450,000","675,000",,,,,
23251,3102.0,21202591,부산본병원,자기공명영상진단-흉부(유방),,MRI,,,"450,000","450,000","675,000",,,,,
23252,3103.0,21202591,부산본병원,자기공명영상진단-복부(복부),,MRI,,,"450,000","450,000","675,000",,,,,
23253,3104.0,21202591,부산본병원,자기공명영상진단-복부(췌장),,MRI,,,"450,000","450,000","675,000",,,,,
23254,3105.0,21202591,부산본병원,자기공명영상진단-복부(신장및부신),,MRI,,,"450,000","450,000","675,000",,,,,
23255,3106.0,21202591,부산본병원,자기공명영상진단-복부(음낭및음경),,MRI,,,"450,000","450,000","675,000",,,,,
23256,3107.0,21202591,부산본병원,자기공명영상진단-복부(담췌관),,MRI,,,"450,000","450,000","675,000",,,,,
23257,3108.0,21202591,부산본병원,자기공명영상진단-복부(전립선),,MRI,,,"450,000","450,000","675,000",,,,,
23258,3109.0,21202591,부산본병원,자기공명영상진단-혈관(흉부혈관),,MRI,,,"450,000","450,000","675,000",,,,,
23259,3110.0,21202591,부산본병원,자기공명영상진단-혈관(복부혈관),,MRI,,,"450,000","450,000","675,000",,,,,
23260,3111.0,21202591,부산본병원,자기공명영상진단-혈관(사지혈관),,MRI,,,"450,000","450,000","675,000",,,,,
