,중분류,소분류,코드,명칭,구분,비용,최저비용,최고비용,치료재료대포함,약제비포함,특이사항,Unnamed: 0,병원코드,병원명,분류,중복컬럼_1,약제비포함여부,치료재료대포함여부
24072,,,HE111,요천추-일반,기본자기공명영상진단-척추-요천추-일반,"450,000","100,000","650,000",,,,6126.0,11207043.0,새움병원,척추,,X,
24073,,,HE113,요천추-일반,기본자기공명영상진단-흉추와요천추 동시촬영,"450,000","550,000","650,000",,,,6127.0,11207043.0,새움병원,척추,,X,
24074,,,HE211,요천추-조영제주입전·후 촬영판독,기본자기공명영상진단-척추-요천추-조영제주입전·후 촬영판독,"550,000","550,000","650,000",,,,6128.0,11207043.0,새움병원,척추,,O,
24075,,,HE115,견관절-일반,기본자기공명영상진단-근골격계-견관절-일반,"450,000","350,000","650,000",,,,6129.0,11207043.0,새움병원,근골격계,,,
24076,,,HE215,견관절-조영제 주입 전·후 촬영판독,기본자기공명영상진단-근골격계-견관절-조영제주입전·후 촬영판독,"550,000","550,000","750,000",,,,6130.0,11207043.0,새움병원,근골격계,,O,
24077,,,HE116,주관절-일반,기본자기공명영상진단-근골격계-주관절-일반,"450,000","350,000","650,000",,,,6131.0,11207043.0,새움병원,근골격계,,,
24078,,,HE216,주관절-조영제주입전·후 촬영판독,기본자기공명영상진단-근골격계-주관절-조영제주입전·후 촬영판독,"550,000","550,000","650,000",,,,6132.0,11207043.0,새움병원,근골격계,,O,
24079,,,HE117,수관절-일반,기본자기공명영상진단-근골격계-수관절-일반,"450,000","350,000","650,000",,,,6133.0,11207043.0,새움병원,근골격계,,,
24080,,,HE217,수관절-조영제주입전·후 촬영판독,기본자기공명영상진단-근골격계-수관절-조영제주입전·후 촬영판독,"550,000","350,000","750,000",,,,6134.0,11207043.0,새움병원,근골격계,,O,
24081,,,HE118,고관절-일반,기본자기공명영상진단-근골격계-고관절-일반,"450,000","350,000","650,000",,,,6135.0,11207043.0,새움병원,근골격계,,,
24082,,,HE118,Hip MRI (coronal view),기본자기공명영상진단-근골격계-고관절-일반,"100,000",,,,,,6136.0,11207043.0,새움병원,근골격계,,,
24083,,,HE218,고관절-조영제주입전·후 촬영판독,기본자기공명영상진단-근골격계-고관절-조영제주입전·후 촬영판독,"550,000","350,000","650,000",,,,6137.0,11207043.0,새움병원,근골격계,,O,
24084,,,HE119,천장골관절-일반,기본자기공명영상진단-근골격계-천장골관절-일반,"450,000","350,000","650,000",,,,6138.0,11207043.0,새움병원,근골격계,,,
24085,,,HE219,천장골관절-조영제주입전·후 촬영판독,기본자기공명영상진단-근골격계-천장골관절-조영제주입전·후 촬영판독,"550,000","550,000","650,000",,,,6139.0,11207043.0,새움병원,근골격계,,O,
24086,,,HE120,슬관절-일반,기본자기공명영상진단-근골격계-슬관절-일반,"450,000","350,000","700,000",,,,6140.0,11207043.0,새움병원,근골격계,,,
24087,,,HE125,Chest MRI,자기공명영상진단-흉부(흉부),"450,000","450,000","650,000",,,,6141.0,11207043.0,새움병원,흉부,,,
24088,,,HE212,Myelogram MRI (CE),기본자기공명영상_척추강 (조영제사용),"550,000","550,000","650,000",,,,6142.0,11207043.0,새움병원,근골격계,,O,
24089,,,HE220,슬관절-조영제주입전·후 촬영판독,기본자기공명영상진단-근골격계-슬관절-조영제주입전·후 촬영판독,"550,000","550,000","800,000",,,,6143.0,11207043.0,새움병원,근골격계,,O,
24090,,,HE121,발목관절-일반,기본자기공명영상진단-근골격계-발목관절-일반,"450,000","350,000","650,000",,,,6144.0,11207043.0,새움병원,근골격계,,,
24091,,,HE221,발목관절-조영제주입전·후 촬영판독,기본자기공명영상진단-근골격계-발목관절-조영제주입전·후 촬영판독,"550,000","550,000","650,000",,,,6145.0,11207043.0,새움병원,근골격계,,O,
24092,,,HE122,관절외상지-일반,기본자기공명영상진단-근골격계-관절외상지-일반,"450,000","350,000","650,000",,,,6146.0,11207043.0,새움병원,근골격계,,,
24093,,,HE222,관절외상지-조영제주입전·후 촬영판독,기본자기공명영상진단-근골격계-관절외상지-조영제주입전·후 촬영판독,"550,000","550,000","650,000",,,,6147.0,11207043.0,새움병원,근골격계,,O,
24094,,,HE123,관절외하지-일반,기본자기공명영상진단-근골격계-관절외하지-일반,"450,000","350,000","650,000",,,,6148.0,11207043.0,새움병원,근골격계,,,
24095,,,HE223,관절외하지-조영제주입전·후 촬영판독,기본자기공명영상진단-근골격계-관절외하지-조영제주입전·후 촬영판독,"550,000","550,000","650,000",,,,6149.0,11207043.0,새움병원,근골격계,,O,
24096,,,HI128,자기공명영상진단-기본검사-복부-골반-일반-촬영료 등,자기공명영상진단-기본검사-복부-골반-일반-촬영료 등,"500,000",,,,,,6150.0,11207043.0,새움병원,복부,,,
24097,,,HI132,Liver MRI,기본자기공명영상진단-복부-간-일반,"500,000",,,,,,6151.0,11207043.0,새움병원,복부,,,
24098,,,HI232,Liver MRI (CE),기본자기공명영상진단-복부-간-조영제사용,"700,000",,,,,,6152.0,11207043.0,새움병원,복부,,O,
24099,,,HI133,MRCP (abd) MRI,기본자기공명영상진단-복부-담췌관-일반,"400,000",,,,,,6153.0,11207043.0,새움병원,복부,,,
24100,,,HI233,MRCP(abd) MRI (CE),자기공명영상진단-기본검사-복부-담췌관-조영제 주입 전·후 촬영 판독-촬영료 등,"500,000",,,,,,6154.0,11207043.0,새움병원,복부,,O,
24101,,,HI229,Pancreas MRI (CE),자기공명영상진단-기본검사-복부-췌장-조영제 주입 전·후 촬영 판독-촬영료 등,"550,000",,,,,,6155.0,11207043.0,새움병원,복부,,O,
24102,,,HI230,Kideny & Adrenal MRI (CE),자기공명영상진단-기본검사-복부-신장 및 부신-조영제 주입 전·후 촬영 판독-촬영료 등,"550,000",,,,,,6156.0,11207043.0,새움병원,복부,,O,
24103,,,HI234,Prostate MRI (CE),자기공명영상진단-기본검사-복부-전립선-조영제 주입 전·후 촬영 판독-촬영료 등,"550,000",,,,,,6157.0,11207043.0,새움병원,복부,,O,
24104,,,HE135,Brain MRA,기본자기공명영상진단-혈관-뇌혈관-일반,"350,000","350,000","450,000",,,,6158.0,11207043.0,새움병원,혈관,,,
24105,,,HE235,Brain MRA (CE),기본자기공명영상진단-혈관-뇌혈관 (조영제사용),"450,000","450,000","550,000",,,,6159.0,11207043.0,새움병원,혈관,,,
24106,,,HE139,Extremity Angiogram,기본자기공명영상진단-혈관-사지혈관-일반,"450,000","450,000","550,000",,,,6160.0,11207043.0,새움병원,혈관,,,
24107,,,HE239,Extremity Angiogram (CE),기본자기공명영상진단-혈관-사지혈관 (조영제사용),"600,000","600,000","700,000",,,,6161.0,11207043.0,새움병원,혈관,,,
24108,,,HE136,Neck MRA,기본자기공명영상진단-경부혈관,"350,000","350,000","450,000",,,,6162.0,11207043.0,새움병원,혈관,,,
24109,,,HE236,Neck MRA (CE),기본자기공명영상진단-경부혈관 (조영제사용),"450,000","450,000","550,000",,,,6163.0,11207043.0,새움병원,혈관,,,
24110,,,HF105,특수자기공명영상진단-Dynamic (기본검사포함),특수자기공명영상진단-Dynamic (기본검사포함),"100,000",,,,,,6164.0,11207043.0,새움병원,뇌,,,
24111,,,HF106,특수자기공명영상진단-이중조영 [기본검사 포함],특수자기공명영상진단-이중조영 [기본검사 포함],"100,000",,,,,,6165.0,11207043.0,새움병원,뇌,,,
24112,,,70097,CD copy,방사선 등 영상진단 CD 복사수수료,"10,000",,,,,,6166.0,11207043.0,새움병원,기타,,,
24113,,,,외부필름판독료,외부필름판독료,,"30,000","100,000",,,,6167.0,11207043.0,새움병원,외부MRI판독료,,,
24114,,,MX122,도수치료 [1일당],부위별 / Protocol별,,"20,000","150,000",,,,6168.0,11207043.0,새움병원,물리치료료,,,
24115,,,MY142,증식치료-사지관절부위,Prolo theraphy (OS),"80,000",,,,,,6169.0,11207043.0,새움병원,물리치료료,,,
24116,,,MY143,증식치료-척추부위,Prolo theraphy (NS) 1/2,"35,000","35,000","60,000",,,,6170.0,11207043.0,새움병원,물리치료료,,,
24117,,,SZ084,ESWT,체외충격파,"70,000","70,000","150,000",,,,6171.0,11207043.0,새움병원,물리치료료,,,
24118,,,MZ007,cryotherapy,신장분사치료,"15,000",,,,,,6172.0,11207043.0,새움병원,물리치료료,,,
24119,,,SZ083,추간판내 고주파 열치료술,추간판내 고주파 열치료술(IDET),"500,000",,,,,,6173.0,11207043.0,새움병원,근골,,X,X
24120,,,SZ085,자가 골수 줄기세포 치료-연골결손,자가 골수 줄기세포 치료-연골결손,"1,000,000",,,,,,6174.0,11207043.0,새움병원,근골,,X,X
24121,,,SZ634,경피적 경막외강 신경성형술,"Neuroplasty(경피적 경막외 감압술:Racz,Navi등)","400,000",,,,,,6175.0,11207043.0,새움병원,신경,,X,X
24122,,,SZ631,내시경적 경막외강 신경근성형술,내시경적 경막외강 신경근성형술,"1,500,000",,,,,,6176.0,11207043.0,새움병원,신경,,X,X
24123,,,SZ641,경피적 풍선확장 경막외강 신경성형술,경피적 풍선확장 경막외강 신경성형술,"1,000,000",,,,,,6177.0,11207043.0,새움병원,신경,,X,X
24124,,,678900490,닥터라민주,닥터라민주,"30,000","5,000","30,000",,,,6178.0,11207043.0,새움병원,영양제,,,
24125,,,648502530,아노솔 주 250ml,아노솔 주 250ml,"50,000","10,000","50,000",,,,6179.0,11207043.0,새움병원,아미노산수액제,,,
24126,,,645103360,뉴트리헥스주 100ml,뉴트리헥스주 100ml,"30,000",,,,,,6180.0,11207043.0,새움병원,아미노산수액제,,,
24127,,,640006700,오마프원페리주,오마프원페리주,"110,000","35,000","110,000",,,,6181.0,11207043.0,새움병원,단백아미노산제제,,,
24128,,,678900994,위너프페리주,위너프페리주,"110,000","35,000","110,000",,,,6182.0,11207043.0,새움병원,단백아미노산제제,,,
24129,,,648902270,프리베나13주,프리베나13주,"150,000","100,000","150,000",,,,6183.0,11207043.0,새움병원,폐렴백신,,,
24130,,,655500900,조스타박스,조스타박스,"170,000",,,,,,6184.0,11207043.0,새움병원,대상포진백신,,,
24131,,,647400371,코박스인플루4가PF주,코박스인플루4가PF주,"35,000","20,000","35,000",,,,6185.0,11207043.0,새움병원,인플루엔자,,,
24132,,,650003030,플루아릭스 테트라 프리필드,플루아릭스 테트라 프리필드,"35,000","20,000","35,000",,,,6186.0,11207043.0,새움병원,인플루엔자,,,
24133,,,643605130,지씨플루쿼드리밸런트 프리필드,지씨플루쿼드리밸런트 프리필드,"35,000","20,000","35,000",,,,6187.0,11207043.0,새움병원,인플루엔자,,,
24134,,,641100430,네비도주,네비도주,"300,000",,,,,,6188.0,11207043.0,새움병원,호르몬제,,,
24135,,,665900180,아박심1600IU,A형감염백신,"80,000",,,,,,6189.0,11207043.0,새움병원,간염백신,,,
24136,,,668902160,유박스,B형간염백신,"30,000",,,,,,6190.0,11207043.0,새움병원,간염백신,,,
24137,,,668900920,유박스,B형간염백신,"30,000",,,,,,6191.0,11207043.0,새움병원,간염백신,,,
24138,,,644701660,티디백신,"디프테리아,파상풍백신","30,000",,,,,,6192.0,11207043.0,새움병원,파상풍백신,,,
24139,,,643605311,티디백신,"디프테리아,파상풍백신","30,000",,,,,,6193.0,11207043.0,새움병원,파상풍백신,,,
24140,,,651601930,디삼비타,디삼비타,"50,000",,,,,,6194.0,11207043.0,새움병원,비타민제,,,
24141,,,653403901,비타벨라프리필드주,비타벨라프리필드주,"50,000",,,,,,6195.0,11207043.0,새움병원,비타민제,,,
24142,,,679700390,비타민디3비코트랫주,비타민디3비코트랫주,"25,000",,,,,,6196.0,11207043.0,새움병원,비타민제,,,
24143,,,670401070,메가코르빈씨주,메가코르빈씨주(아스코르브산),"5,000",,,,,,6197.0,11207043.0,새움병원,비타민제,,,
24144,,,670600790,메리트씨주,메리트씨주,"20,000",,,,,,6198.0,11207043.0,새움병원,비타민제,,,
24145,,,642705950,비타미니아정,비타미니아정,150,,,,,,6199.0,11207043.0,새움병원,비타민제,,,
24146,,,645102411,판비콤프주 4ml,판비콤프주 4ml,"10,000",,,,,,6200.0,11207043.0,새움병원,비타민제,,,
24147,,,645600930,마그네스정,마그네스정,80,,,,,,6201.0,11207043.0,새움병원,무기질제,,,
24148,,,671701230,케이엠시프겔,케이엠시프겔,"9,000",,,,,,6202.0,11207043.0,새움병원,외용소염진통제,,,
24149,,,657401241,퍼슨쿨링겔,퍼슨쿨링겔,"9,000",,,,,,6203.0,11207043.0,새움병원,외용소염진통제,,,
24150,,,654802110,액상 하이랙스 0.5ml,액상 하이랙스 0.5ml,"65,000",,,,,,6204.0,11207043.0,새움병원,효소제제,,,
24151,,,654802040,액상 하이랙스 1ml,액상 하이랙스 1ml,"175,000",,,,,,6205.0,11207043.0,새움병원,효소제제,,,
24152,,,654802210,액상 하이랙스 1.3ml,액상 하이랙스 1.3ml,"350,000",,,,,,6206.0,11207043.0,새움병원,효소제제,,,
24153,,,681100020,라이넥주,라이넥주,"20,000",,,,,,6207.0,11207043.0,새움병원,효소제제,,,
24154,,,667400680,테트라스판주 10% 500ml,테트라스판주 10% 500ml,"150,000",,,,,,6208.0,11207043.0,새움병원,혈장대용제,,,
24155,,,622900010,카티스템,카티스템,"7,500,000","7,500,000","13,000,000",,,,6209.0,11207043.0,새움병원,동종제대혈유래중간엽줄기세포,,,
24156,,,647801080,타우로린주,타우로린주,"100,000",,,,,,6210.0,11207043.0,새움병원,항생제,,,
24157,,,53300031,원포팜주사액,원포팜주,"10,000",,,,,,6211.0,11207043.0,새움병원,기타진통제,,,
24158,,,693500440,프리세덱스 주,프리세덱스 주,"70,000",,,,,,6212.0,11207043.0,새움병원,수면진정제,,,
24159,,,646802660,서카딘서방정,서카딘서방정,"1,000",,,,,,6213.0,11207043.0,새움병원,수면진정제,,,
24160,,,659901460,오라팡정,오라팡정,"30,000",,,,,,6214.0,11207043.0,새움병원,"변비약,완하제(X선조영제)",,,
24161,,,64500321,본비바주,본비바주,"52,617",,,,,급여기준해당안되는경우,6215.0,11207043.0,새움병원,골다공증약,,,
24162,,,653501140,둘코락스에스장용정,둘코락스에스장용정,300,,,,,,6216.0,11207043.0,새움병원,변비약,,,
24163,,,646601401,플로실 헤모스태틱 매트릭스,플로실 헤모스태틱 매트릭스,"800,000",,,,,,6217.0,11207043.0,새움병원,지혈제,,,
24164,,,645101151,데오에스베리벤에프주,데오에스베리벤에프주,"10,000",,,,,,6218.0,11207043.0,새움병원,순환개선제,,,
24165,,,670601941,진코발주,진코발주,"20,000",,,,,,6219.0,11207043.0,새움병원,순환개선제,,,
24166,,,651600330,훼로웰,훼렉스5ml,"30,000",,,,,,6220.0,11207043.0,새움병원,철분제제,,,
24167,,,647802340,트레스탄캅셀,트레스탄캅셀,400,,,,,,6221.0,11207043.0,새움병원,식욕촉진제,,,
24168,,,641601460,베아제,베아제,150,,,,,,6222.0,11207043.0,새움병원,소화제,,,
24169,,,646900510,아레스탈정,아레스탈정,134,,,,,,6223.0,11207043.0,새움병원,정장제,,,
24170,,,643900900,액티피드,액티피드,200,,,,,,6224.0,11207043.0,새움병원,항히스타민제,,,
24171,,,653600240,라미실원스외용액,라미실원스외용액,"17,500",,,,,,6225.0,11207043.0,새움병원,외용항진균제,,,
24172,,,662800061,플라센텍스주,플라센텍스주,"150,000",,,,,,6226.0,11207043.0,새움병원,상처치료제,,,
24173,,,651601990,폴리디앤주,폴리디앤주(폴리데옥시리보뉴클레오티드나트륨),"150,000",,,,,,6227.0,11207043.0,새움병원,상처치료제,,,
24174,,,642703970,후시딘연고 10g,후시딘연고,"5,500",,,,,,6228.0,11207043.0,새움병원,상처치료제,,,
24175,,,053300080,루플라주(히알루론산나트륨),루플라주(히알루론산나트륨),"350,000",,,,,,6229.0,11207043.0,새움병원,관절염 및 류마티스관절염 치료제,,,
24176,,,668901281,히루안주(히알루론산나트륨),히루안주(히알루론산나트륨),"350,000",,,,,,6230.0,11207043.0,새움병원,관절염 및 류마티스관절염 치료제,,,
24177,,,670605290,하이주(히알우론산타트륨),하이주(히알우론산타트륨),"1,000,000",,,,,,6231.0,11207043.0,새움병원,관절염 및 류마티스관절염 치료제,,,
24178,,,PDZ01,일반진단서,일반진단서,"20,000",,,,,의료법시행규칙별지제5호2서식,6232.0,11207043.0,새움병원,,,,
24179,,,,건강진단서,건강진단서,"20,000",,,,,,6233.0,11207043.0,새움병원,,,,
24180,,,PDZ010002,근로능력평가용진단서,근로능력평가용진단서,"10,000",,,,,국민기초생활보장법 시행규칙제35조별지6호서식,6234.0,11207043.0,새움병원,,,,
24181,,,PDZ07,장애진단서(신체적장애),장애진단서(신체적장애),"15,000",,,,,장애인복지법 시행규칙 별지제3호서식,6235.0,11207043.0,새움병원,,,,
24182,,,PDZ07,장애진단서(정신적장애),장애진단서(정신적장애),"40,000",,,,,장애인복지법 시행규칙 별지제3호서식,6236.0,11207043.0,새움병원,,,,
24183,,,,후유장해진단서,후유장해진단서,"100,000",,,,,,6237.0,11207043.0,새움병원,,,,
24184,,,PDZ08,병무용진단서,병무용진단서,"20,000",,,,,병역법시행규칙별지제106호서식,6238.0,11207043.0,새움병원,,,,
24185,,,PDZ10,국민연금장애심사용진단서,국민연금장애심사용진단서,"15,000",,,,,국민연금장애심사규정별지제1호서식,6239.0,11207043.0,새움병원,,,,
24186,,,PDZ02,상해진단서(3주미만),상해진단서(3주미만),"100,000",,,,,의료법시행규칙별지제5호3서식,6240.0,11207043.0,새움병원,,,,
24187,,,PDZ02,상해진단서(3주이상),상해진단서(3주이상),"150,000",,,,,의료법시행규칙별지제5호3서식,6241.0,11207043.0,새움병원,,,,
24188,,,PDZ01,영문 일반진단서,영문 일반진단서,"20,000",,,,,의료법시행규칙별지제5호2서식,6242.0,11207043.0,새움병원,,,,
24189,,,,입퇴원확인서,입퇴원확인서,"3,000",,,,,,6243.0,11207043.0,새움병원,,,,
24190,,,PDZ15,입원사실증명서,입원사실증명서,"3,000",,,,,,6244.0,11207043.0,새움병원,,,,
24191,,,,통원확인서,통원확인서,"3,000",,,,,,6245.0,11207043.0,새움병원,,,,
24192,,,,진료확인서,진료확인서,"3,000",,,,,,6246.0,11207043.0,새움병원,,,,
24193,,,PDZ03,사망진단서,사망진단서,"10,000",,,,,,6247.0,11207043.0,새움병원,,,,
24194,,,,향후진료비추정서(천만원미만),향후진료비추정서(천만원미만),"50,000",,,,,,6248.0,11207043.0,새움병원,,,,
24195,,,,향후진료비추정서(천만원이상),향후진료비추정서(천만원이상),"100,000",,,,,,6249.0,11207043.0,새움병원,,,,
24196,,,,장애인증명서,장애인증명서,"1,000",,,,,소득세법시행규칙별지제38호서식,6250.0,11207043.0,새움병원,,,,
24197,,,,진료기록사본(1~5매),진료기록사본(1~5매),"1,000",,,,,의료법시행규칙제4조2항,6251.0,11207043.0,새움병원,,,,
24198,,,,진료기록사본(6매이상)1매당,진료기록사본(6매이상)1매당,100,,,,,의료법시행규칙제4조2항,6252.0,11207043.0,새움병원,,,,
24199,,,,보험회사제출용소견서,보험회사제출용소견서,"50,000","10,000","50,000",,,,6253.0,11207043.0,새움병원,,,,
24200,,,,소견서(타기관제출),소견서(타기관제출),"20,000",,,,,,6254.0,11207043.0,새움병원,,,,
24201,,,,진료기록영상(CD),진료기록영상(CD),"10,000",,,,,,6255.0,11207043.0,새움병원,,,,
24202,,,,제증명서 사본 (1통당),제증명서 사본 (1통당),"1,000",,,,,,6256.0,11207043.0,새움병원,,,,
24203,,,Y001,일반진단서,,"20,000",,,,,,6277.0,31209084.0,평택21세기병원,,,,
24204,,,Y001A,일반진단서(부본),,"1,000",,,,,,6278.0,31209084.0,평택21세기병원,,,,
24205,,,Y001I,"일반진단서(보험사서식,장애진단표기시)",,"100,000",,,,,,6279.0,31209084.0,평택21세기병원,,,,
24206,,,Y022A,"입,퇴원확인서 (병명코드)",,"3,000",,,,,,6280.0,31209084.0,평택21세기병원,,,,
24207,,,Y022,"입,퇴원확인서- 병명기호 없음",,"1,000",,,,,,6281.0,31209084.0,평택21세기병원,,,,
24208,,,Y015,입원확인서,,"3,000",,,,,,6282.0,31209084.0,평택21세기병원,,,,
24209,,,Y019,통원확인서,,"3,000",,,,,,6283.0,31209084.0,평택21세기병원,,,,
24210,,,Y023A,진료확인서(보험회사제출용),,"3,000",,,,,,6284.0,31209084.0,평택21세기병원,,,,
24211,,,Y003,상해진단서(3주미만),,"100,000",,,,,,6285.0,31209084.0,평택21세기병원,,,,
24212,,,Y003A,상해진단서(3주미만)-사본,,"1,000",,,,,,6286.0,31209084.0,평택21세기병원,,,,
24213,,,Y0033,상해진단서(3주이상),,"150,000",,,,,,6287.0,31209084.0,평택21세기병원,,,,
24214,,,Y0033A,상해진단서(3주이상)-사본,,"1,000",,,,,,6288.0,31209084.0,평택21세기병원,,,,
24215,,,Y004,수술확인서,,"3,000",,,,,,6289.0,31209084.0,평택21세기병원,,,,
24216,,,Y004A,수술확인서(부본),,"1,000",,,,,,6290.0,31209084.0,평택21세기병원,,,,
24217,,,Y006,영문소견서-원본,,"20,000",,,,,,6291.0,31209084.0,평택21세기병원,,,,
24218,,,Y007,영문진단서,,"20,000",,,,,,6292.0,31209084.0,평택21세기병원,,,,
24219,,,Y007A,영문진단서 (부본),,"1,000",,,,,,6293.0,31209084.0,평택21세기병원,,,,
24220,,,Y027,"진료기록부 사본 (1~5매까지, 1매당금액)",,"1,000",,,,,,6294.0,31209084.0,평택21세기병원,,,,
24221,,,Y027A,"진료기록부 사본 (6매부터, 1매당금액)",,100,,,,,,6295.0,31209084.0,평택21세기병원,,,,
24222,,,Y010,진료비 내역서 1장 (환자),,-,,,,,,6296.0,31209084.0,평택21세기병원,,,,
24223,,,MX122,도수치료,물리치료료,,"15,000","60,000",,,,7559.0,11200766.0,의료법인 우신향병원,,,,
24224,,,668901281,히루안주,약제,"25,000",,,,,,7560.0,11200766.0,의료법인 우신향병원,,,,
24225,,,653501140,둘코락스에스장용정,약제,400,,,,,,7561.0,11200766.0,의료법인 우신향병원,,,,
24226,,,051300011,인보사케이주(INVOSSA-K inj),약제,"6,900,000",,,,,,7562.0,11200766.0,의료법인 우신향병원,,,,
24227,,,648013901,비디엔주(콜레칼시페롤),약제,"45,000",,,,,,7563.0,11200766.0,의료법인 우신향병원,,,,
24228,,,BTT01022,Megafill 1cc,처치 및 수술재료,"300,000",,,,,,7564.0,11200766.0,의료법인 우신향병원,,,,
24229,,,,칼디페롤주(비타민D),약제,"45,000",,,,,,7565.0,11200766.0,의료법인 우신향병원,,,,
24230,,,,보호자식,식대,,"5,040","5,710",,,,7566.0,11200766.0,의료법인 우신향병원,,,,
24231,,,,일반진단서,,"20,000",,,,,,8017.0,21203342.0,척시원병원,1,,,
24232,,,,SONO(Others),,"80,000",,,,,,8018.0,21203342.0,척시원병원,36,,,
24233,,,,SONO(Thyroid),,"80,000",,,,,,8019.0,21203342.0,척시원병원,35,,,
24234,,,,SONO(KUB),,"80,000",,,,,,8020.0,21203342.0,척시원병원,34,,,
24235,,,,SONO(Upper abdomen),,"80,000",,,,,,8021.0,21203342.0,척시원병원,33,,,
24236,,,,SONO(Appe),,"80,000",,,,,,8022.0,21203342.0,척시원병원,32,,,
24237,,,,Core Cervical Cage,,"1,000,000",,,,,,8023.0,21203342.0,척시원병원,326,,,
24238,,,,TRION-EC,,"550,000",,,,,,8024.0,21203342.0,척시원병원,325,,,
24239,,,,"SURGI CHITO(1.3cm*1.3cm,10)",,"39,000",,,,,,8025.0,21203342.0,척시원병원,324,,,
24240,,,,ZEST PLIF Cage,,"990,000",,,,,,8026.0,21203342.0,척시원병원,323,,,
24241,,,,Opinio PLIF Cage,,"990,000",,,,,,8027.0,21203342.0,척시원병원,322,,,
24242,,,,DUAL PATTY,,"55,000",,,,,,8028.0,21203342.0,척시원병원,321,,,
24243,,,,SW VARY FIX,,"35,000",,,,,,8029.0,21203342.0,척시원병원,320,,,
24244,,,,SW SOFT FIX,,"9,800",,,,,,8030.0,21203342.0,척시원병원,319,,,
24245,,,,Hypafix 15cm×10cm,,"1,080",,,,,,8031.0,21203342.0,척시원병원,318,,,
24246,,,,Hypafix 15cm×1000cm(1롤),,"36,000",,,,,,8032.0,21203342.0,척시원병원,317,,,
24247,,,,영문진단서(추가),,"1,000",,,,,,8033.0,21203342.0,척시원병원,316,,,
24248,,,,K-D CLAMP,,"250,000",,,,,,8034.0,21203342.0,척시원병원,315,,,
24249,,,,Mare PLIF Cage,,"990,000",,,,,,8035.0,21203342.0,척시원병원,314,,,
24250,,,,Both Hip MRI & Enhancement(S),,"300,000",,,,,,8036.0,21203342.0,척시원병원,313,,,
24251,,,,큐어패드15*20,,"9,900",,,,,,8037.0,21203342.0,척시원병원,312,,,
24252,,,,큐어패드10*10,,"8,900",,,,,,8038.0,21203342.0,척시원병원,311,,,
24253,,,,Rudi PLIF Cage,,"990,000",,,,,,8039.0,21203342.0,척시원병원,310,,,
24254,,,,Libera ROD,,"424,000",,,,,,8040.0,21203342.0,척시원병원,309,,,
24255,,,,Libera SCREW SET,,"535,450",,,,,,8041.0,21203342.0,척시원병원,308,,,
24256,,,,MEGADERM(동종진피-implant용),,"1,000,000",,,,,,8042.0,21203342.0,척시원병원,307,,,
24257,,,,진료비 세부산정내역 발급비용(입원-추가),,"1,000",,,,,,8043.0,21203342.0,척시원병원,306,,,
24258,,,,진료비 세부산정내역 발급비용(외래-추가),,"1,000",,,,,,8044.0,21203342.0,척시원병원,305,,,
24259,,,,SUREFUSE-TM 0.5cc(DBM),,"396,000",,,,,,8045.0,21203342.0,척시원병원,304,,,
24260,,,,INNOTAPE,,"8,000",,,,,,8046.0,21203342.0,척시원병원,303,,,
24261,,,,Odor Spinal Fixation System ROD,,"424,000",,,,,,8047.0,21203342.0,척시원병원,302,,,
24262,,,,Odor Spinal Fixation System SCREW SET,,"535,450",,,,,,8048.0,21203342.0,척시원병원,301,,,
24263,,,,IV FILTER SET,,"6,000",,,,,,8049.0,21203342.0,척시원병원,300,,,
24264,,,,젠타라민주250ml,,"50,000",,,,,,8050.0,21203342.0,척시원병원,299,,,
24265,,,,Hip(cor)추가 (L-MRI 촬영후),,"150,000",,,,,,8051.0,21203342.0,척시원병원,298,,,
24266,,,,L-Spine MRI & Hip(cor),,"600,000",,,,,,8052.0,21203342.0,척시원병원,297,,,
24267,,,,Hypafix5cm×5cm,,460,,,,,,8053.0,21203342.0,척시원병원,296,,,
24268,,,,Hypafix10cm×20cm,,"1,710",,,,,,8054.0,21203342.0,척시원병원,295,,,
24269,,,,SUPPERPORE(4.5*5.5),,"1,500",,,,,,8055.0,21203342.0,척시원병원,294,,,
24270,,,,장애인증명서(소득공제),,"1,000",,,,,,8056.0,21203342.0,척시원병원,293,,,
24271,,,,Foot MRI -Post OP,,"200,000",,,,,,8057.0,21203342.0,척시원병원,292,,,
24272,,,,Hand MRI -Post OP,,"200,000",,,,,,8058.0,21203342.0,척시원병원,291,,,
24273,,,,Foot MRI (S),,"200,000",,,,,,8059.0,21203342.0,척시원병원,290,,,
24274,,,,Ankle MRI (S),,"200,000",,,,,,8060.0,21203342.0,척시원병원,289,,,
24275,,,,Knee MRI (S),,"200,000",,,,,,8061.0,21203342.0,척시원병원,288,,,
24276,,,,Both Hip MRI(S),,"200,000",,,,,,8062.0,21203342.0,척시원병원,287,,,
24277,,,,Hand MRI (S),,"200,000",,,,,,8063.0,21203342.0,척시원병원,286,,,
24278,,,,Wrist MRI (S),,"200,000",,,,,,8064.0,21203342.0,척시원병원,285,,,
24279,,,,Elbow MRI (S),,"200,000",,,,,,8065.0,21203342.0,척시원병원,284,,,
24280,,,,Humerus MRI (S),,"200,000",,,,,,8066.0,21203342.0,척시원병원,283,,,
24281,,,,Shoulder MRI (S),,"200,000",,,,,,8067.0,21203342.0,척시원병원,282,,,
24282,,,,Core PLIF Cage,,"990,000",,,,,,8068.0,21203342.0,척시원병원,276,,,
